frame;t;x;y;Feeder
82;2,736;0,06;0,03;B
83;2,769;0,051;0,024;B
84;2,803;0,046;0,026;B
85;2,836;0,046;0,026;B
86;2,87;0,062;0,025;B
87;2,903;0,093;0,022;B
88;2,936;0,113;0,038;OUT
89;2,97;0,132;0,065;OUT
90;3,003;0,141;0,071;OUT
91;3,036;0,139;0,071;OUT
92;3,07;0,137;0,072;OUT
93;3,103;0,137;0,072;OUT
94;3,136;0,137;0,072;OUT
95;3,17;0,137;0,072;OUT
96;3,203;0,137;0,072;OUT
97;3,237;0,137;0,072;OUT
98;3,27;0,134;0,071;OUT
99;3,303;0,13;0,071;OUT
100;3,337;0,121;0,07;OUT
101;3,37;0,1;0,059;OUT
102;3,403;0,091;0,057;OUT
103;3,437;0,083;0,05;OUT
104;3,47;0,068;0,046;OUT
105;3,504;0,062;0,039;B
106;3,537;0,056;0,035;B
107;3,57;0,056;0,035;B
108;3,604;0,056;0,035;B
109;3,637;0,055;0,034;B
110;3,67;0,054;0,032;B
111;3,704;0,053;0,032;B
112;3,737;0,053;0,032;B
113;3,77;0,053;0,032;B
114;3,804;0,053;0,032;B
115;3,837;0,053;0,032;B
116;3,871;0,053;0,032;B
117;3,904;0,053;0,031;B
118;3,937;0,053;0,031;B
119;3,971;0,053;0,031;B
120;4,004;0,053;0,031;B
121;4,037;0,053;0,031;B
122;4,071;0,053;0,031;B
123;4,104;0,053;0,031;B
124;4,137;0,053;0,031;B
125;4,171;0,053;0,031;B
126;4,204;0,053;0,031;B
127;4,238;0,053;0,031;B
128;4,271;0,053;0,031;B
129;4,304;0,053;0,031;B
130;4,338;0,053;0,031;B
131;4,371;0,053;0,031;B
132;4,404;0,054;0,031;B
133;4,438;0,053;0,026;B
134;4,471;0,053;0,026;B
135;4,505;0,047;0,026;B
136;4,538;0,048;0,026;B
137;4,571;0,048;0,026;B
138;4,605;0,048;0,026;B
139;4,638;0,048;0,026;B
140;4,671;0,048;0,026;B
141;4,705;0,048;0,026;B
142;4,738;0,048;0,026;B
143;4,771;0,048;0,026;B
144;4,805;0,048;0,026;B
145;4,838;0,048;0,026;B
146;4,872;0,048;0,026;B
147;4,905;0,048;0,026;B
148;4,938;0,048;0,026;B
149;4,972;0,048;0,026;B
150;5,005;0,048;0,026;B
151;5,038;0,048;0,026;B
152;5,072;0,048;0,026;B
153;5,105;0,049;0,026;B
154;5,138;0,049;0,026;B
155;5,172;0,049;0,026;B
156;5,205;0,049;0,026;B
157;5,239;0,049;0,026;B
158;5,272;0,049;0,026;B
159;5,305;0,049;0,026;B
160;5,339;0,049;0,026;B
161;5,372;0,049;0,026;B
162;5,405;0,049;0,026;B
163;5,439;0,049;0,026;B
164;5,472;0,049;0,026;B
165;5,506;0,049;0,026;B
166;5,539;0,049;0,026;B
167;5,572;0,049;0,026;B
168;5,606;0,049;0,026;B
169;5,639;0,049;0,026;B
170;5,672;0,049;0,026;B
171;5,706;0,049;0,026;B
172;5,739;0,049;0,026;B
173;5,772;0,049;0,026;B
174;5,806;0,049;0,026;B
175;5,839;0,049;0,026;B
176;5,873;0,049;0,026;B
177;5,906;0,049;0,026;B
178;5,939;0,049;0,026;B
179;5,973;0,049;0,026;B
180;6,006;0,049;0,026;B
181;6,039;0,049;0,026;B
182;6,073;0,049;0,026;B
183;6,106;0,049;0,026;B
184;6,139;0,049;0,026;B
185;6,173;0,049;0,026;B
186;6,206;0,049;0,026;B
187;6,24;0,049;0,026;B
188;6,273;0,049;0,026;B
189;6,306;0,05;0,026;B
190;6,34;0,047;0,026;B
191;6,373;0,047;0,026;B
192;6,406;0,047;0,026;B
193;6,44;0,047;0,026;B
194;6,473;0,05;0,028;B
195;6,507;0,05;0,028;B
196;6,54;0,05;0,028;B
197;6,573;0,05;0,028;B
198;6,607;0,05;0,028;B
199;6,64;0,05;0,028;B
200;6,673;0,05;0,028;B
201;6,707;0,05;0,028;B
202;6,74;0,05;0,028;B
203;6,773;0,05;0,028;B
204;6,807;0,05;0,028;B
205;6,84;0,05;0,028;B
206;6,874;0,05;0,028;B
207;6,907;0,05;0,028;B
208;6,94;0,05;0,028;B
209;6,974;0,05;0,028;B
210;7,007;0,05;0,028;B
211;7,04;0,05;0,028;B
212;7,074;0,05;0,028;B
213;7,107;0,047;0,028;B
214;7,14;0,047;0,028;B
215;7,174;0,047;0,028;B
216;7,207;0,047;0,028;B
217;7,241;0,047;0,028;B
218;7,274;0,047;0,028;B
219;7,307;0,047;0,028;B
220;7,341;0,047;0,028;B
221;7,374;0,047;0,028;B
222;7,407;0,047;0,028;B
223;7,441;0,047;0,028;B
224;7,474;0,047;0,028;B
225;7,508;0,047;0,028;B
226;7,541;0,047;0,028;B
227;7,574;0,047;0,028;B
228;7,608;0,047;0,028;B
