frame;t;x;y;Feeder
114;3,804;-0,001;0;A
115;3,837;-0,001;0;A
116;3,871;-0,001;0;A
117;3,904;0;0;A
118;3,937;0;0;A
119;3,971;0;0;A
120;4,004;0;0;A
121;4,037;0;0;A
122;4,071;0;0;A
123;4,104;0;0;A
124;4,137;0;0;A
125;4,171;0;0;A
126;4,204;0;0;A
127;4,238;0;0;A
128;4,271;0;0;A
129;4,304;0,002;0,001;A
130;4,338;0,002;0,001;A
131;4,371;0,002;0,001;A
132;4,404;0,002;0,001;A
133;4,438;0,003;0;A
134;4,471;0,003;0;A
135;4,505;0,003;0;A
136;4,538;0,003;0;A
137;4,571;0,003;0;A
138;4,605;0,002;0;A
139;4,638;0,002;0;A
140;4,671;0,002;0;A
141;4,705;0,002;0;A
142;4,738;0,002;0;A
143;4,771;0,002;0;A
144;4,805;0,002;0;A
145;4,838;0,002;0;A
146;4,872;0,002;-0,002;A
147;4,905;0,002;0;A
148;4,938;0,002;0;A
149;4,972;0,002;0;A
150;5,005;0,002;0;A
151;5,038;0,002;0;A
152;5,072;0,002;0;A
153;5,105;0,002;0;A
154;5,138;0,002;0;A
155;5,172;0,002;0;A
156;5,205;0,002;0;A
157;5,239;0,002;0;A
158;5,272;0,002;0;A
159;5,305;0,002;0;A
160;5,339;0,002;0;A
161;5,372;0,002;0;A
162;5,405;0,002;0;A
163;5,439;0,002;0;A
164;5,472;0,002;0;A
165;5,506;0,002;0;A
166;5,539;0,002;0;A
167;5,572;0,002;0;A
168;5,606;0,002;0;A
169;5,639;0,002;0;A
170;5,672;0,002;0;A
171;5,706;0,002;0;A
172;5,739;0,002;0;A
173;5,772;0,002;0;A
174;5,806;0,002;0;A
175;5,839;0,002;0;A
176;5,873;0,002;0;A
177;5,906;0,002;0;A
178;5,939;0,002;0;A
179;5,973;0,002;0;A
180;6,006;0,002;0;A
181;6,039;0,003;0,002;OUT
182;6,073;0,004;0,004;OUT
183;6,106;0,005;0,006;OUT
184;6,139;0,005;0,006;OUT
185;6,173;0,006;0,008;OUT
186;6,206;0,006;0,008;OUT
187;6,24;0,006;0,008;OUT
188;6,273;0,006;0,008;OUT
189;6,306;0,006;0,008;OUT
190;6,34;0,006;0,008;OUT
191;6,373;0,006;0,008;OUT
192;6,406;0,006;0,008;OUT
193;6,44;0,006;0,008;OUT
194;6,473;0,006;0,008;OUT
195;6,507;0,006;0,008;OUT
196;6,54;0,006;0,007;OUT
197;6,573;0,006;0,007;OUT
198;6,607;0,006;0,007;OUT
199;6,64;0,007;0,007;OUT
200;6,673;0,007;0,007;OUT
201;6,707;0,006;0,007;OUT
202;6,74;0,005;0,006;OUT
203;6,773;0,004;0,005;OUT
204;6,807;0,002;0,002;OUT
205;6,84;0,002;0;OUT
206;6,874;0,002;0;A
207;6,907;0,002;0;A
208;6,94;0,002;0;A
209;6,974;0,002;0;A
210;7,007;0,002;0;A
211;7,04;0,002;0;A
212;7,074;0,004;0,002;A
213;7,107;0,003;0,001;A
214;7,14;0,003;0,001;A
215;7,174;0,003;0,001;A
216;7,207;0,003;0,001;A
217;7,241;0,003;0;A
218;7,274;0,003;0;A
219;7,307;0,003;0;A
220;7,341;0,003;0;A
221;7,374;0,003;0;A
222;7,407;0,003;0;A
223;7,441;0,003;0;A
224;7,474;0,003;0;A
225;7,508;0,003;0;A
226;7,541;0,003;0,001;A
227;7,574;0,008;0,003;OUT
228;7,608;0,01;0,005;OUT
229;7,641;0,011;0,007;OUT
230;7,674;0,014;0,009;OUT
231;7,708;0,013;0,01;OUT
232;7,741;0,012;0,011;OUT
233;7,774;0,012;0,011;OUT
234;7,808;0,012;0,011;OUT
235;7,841;0,013;0,01;OUT
236;7,875;0,013;0,01;OUT
237;7,908;0,013;0,01;OUT
238;7,941;0,013;0,01;OUT
239;7,975;0,013;0,01;OUT
240;8,008;0,013;0,01;OUT
241;8,041;0,013;0,01;OUT
242;8,075;0,013;0,01;OUT
243;8,108;0,013;0,01;OUT
244;8,141;0,013;0,01;OUT
245;8,175;0,003;0,002;OUT
246;8,208;0,002;0,001;A
247;8,242;0,002;0,001;A
248;8,275;0,001;0,002;A
249;8,308;0,001;0,002;A
250;8,342;0,001;0,002;A
251;8,375;0,002;0,002;A
252;8,408;0,002;0,002;A
253;8,442;0,002;0,002;A
254;8,475;0,002;0,002;A
255;8,509;0,002;0,002;A
256;8,542;0,002;0,002;A
257;8,575;0,003;0,001;A
258;8,609;0,003;0,001;A
259;8,642;0,003;0,001;A
260;8,675;0,003;0,001;A
261;8,709;0,003;0,001;A
262;8,742;0,003;0,001;A
263;8,775;0,003;0,001;A
264;8,809;0,003;0,001;A
265;8,842;0,002;0,003;A
266;8,876;-0,001;0,005;OUT
267;8,909;-0,002;0,008;OUT
268;8,942;-0,003;0,01;OUT
269;8,976;-0,003;0,012;OUT
270;9,009;-0,003;0,012;OUT
271;9,042;-0,004;0,013;OUT
272;9,076;-0,004;0,013;OUT
273;9,109;-0,003;0,012;OUT
274;9,142;-0,003;0,012;OUT
275;9,176;-0,003;0,012;OUT
276;9,209;-0,003;0,012;OUT
277;9,243;-0,003;0,012;OUT
278;9,276;-0,003;0,012;OUT
279;9,309;-0,003;0,012;OUT
280;9,343;0,006;0,011;OUT
281;9,376;0,008;0,011;OUT
282;9,409;0,011;0,011;OUT
283;9,443;0,011;0,01;OUT
284;9,476;0,014;0,009;OUT
285;9,51;0,014;0,009;OUT
286;9,543;0,014;0,009;OUT
287;9,576;0,014;0,01;OUT
288;9,61;0,014;0,01;OUT
289;9,643;0,014;0,01;OUT
290;9,676;0,014;0,01;OUT
291;9,71;0,014;0,01;OUT
292;9,743;0,014;0,01;OUT
293;9,776;0,014;0,01;OUT
294;9,81;0,014;0,01;OUT
295;9,843;0,014;0,01;OUT
296;9,877;0,014;0,01;OUT
297;9,91;0,014;0,01;OUT
298;9,943;0,014;0,01;OUT
299;9,977;0,014;0,01;OUT
300;10,01;0,008;0,005;OUT
301;10,043;0,005;0;OUT
302;10,077;0,003;-0,001;OUT
303;10,11;0,003;-0,003;OUT
304;10,143;0,002;-0,006;OUT
305;10,177;0,002;-0,006;OUT
306;10,21;-0,002;-0,007;OUT
307;10,244;-0,004;-0,008;OUT
308;10,277;-0,006;-0,009;OUT
309;10,31;-0,006;-0,01;OUT
310;10,344;-0,006;-0,01;OUT
311;10,377;-0,006;-0,01;OUT
312;10,41;-0,006;-0,009;OUT
313;10,444;-0,006;-0,008;OUT
314;10,477;-0,006;-0,008;OUT
315;10,511;-0,006;-0,007;OUT
316;10,544;-0,007;-0,007;OUT
317;10,577;-0,007;-0,007;OUT
318;10,611;-0,007;-0,007;OUT
319;10,644;-0,007;-0,007;OUT
320;10,677;-0,008;-0,006;OUT
321;10,711;-0,008;-0,006;OUT
322;10,744;-0,011;-0,003;OUT
323;10,777;-0,012;-0,002;OUT
324;10,811;-0,013;-0,001;OUT
325;10,844;-0,013;-0,001;OUT
326;10,878;-0,013;-0,001;OUT
327;10,911;-0,013;-0,001;OUT
328;10,944;-0,013;-0,001;OUT
329;10,978;-0,013;-0,001;OUT
330;11,011;-0,013;-0,001;OUT
331;11,044;-0,013;-0,001;OUT
332;11,078;-0,013;-0,001;OUT
333;11,111;-0,013;-0,001;OUT
334;11,144;-0,013;-0,001;OUT
335;11,178;-0,013;-0,001;OUT
336;11,211;-0,013;-0,001;OUT
337;11,245;-0,013;-0,001;OUT
338;11,278;-0,013;-0,001;OUT
339;11,311;-0,013;-0,001;OUT
340;11,345;-0,013;-0,001;OUT
341;11,378;-0,013;-0,001;OUT
342;11,411;-0,013;-0,001;OUT
343;11,445;-0,013;-0,001;OUT
344;11,478;-0,013;-0,001;OUT
345;11,512;-0,013;-0,001;OUT
346;11,545;-0,013;-0,001;OUT
347;11,578;-0,013;-0,001;OUT
348;11,612;-0,013;-0,001;OUT
349;11,645;-0,013;-0,001;OUT
350;11,678;-0,013;-0,001;OUT
351;11,712;-0,013;-0,001;OUT
352;11,745;-0,013;-0,001;OUT
353;11,778;-0,013;-0,001;OUT
354;11,812;-0,013;-0,001;OUT
355;11,845;-0,013;-0,001;OUT
356;11,879;-0,012;-0,001;OUT
357;11,912;-0,012;-0,001;OUT
358;11,945;-0,012;-0,001;OUT
359;11,979;-0,012;-0,001;OUT
360;12,012;-0,012;-0,001;OUT
361;12,045;-0,012;-0,001;OUT
362;12,079;-0,012;-0,001;OUT
363;12,112;-0,012;-0,001;OUT
