frame;t;x;y;Feeder
26;0,868;0,061;0,005;C
27;0,901;0,058;0,005;C
28;0,934;0,057;0,004;C
29;0,968;0,056;0,004;C
30;1,001;0,056;0,004;C
31;1,034;0,056;-0,002;C
32;1,068;0,056;-0,002;C
33;1,101;0,056;-0,002;C
34;1,134;0,056;-0,002;C
35;1,168;0,056;-0,002;C
36;1,201;0,056;-0,002;C
37;1,235;0,056;-0,002;C
38;1,268;0,055;-0,001;C
39;1,301;0,055;-0,001;C
40;1,335;0,054;0,001;C
41;1,368;0,054;0,001;C
42;1,401;0,056;0,001;C
43;1,435;0,056;0,001;C
44;1,468;0,056;0,001;C
45;1,502;0,058;0,001;C
46;1,535;0,064;0,004;C
47;1,568;0,066;0,004;C
48;1,602;0,066;0,01;C
49;1,635;0,064;0,008;C
50;1,668;0,061;0,002;C
51;1,702;0,062;0,004;C
52;1,735;0,06;0,002;C
53;1,768;0,059;0,002;C
54;1,802;0,058;0,001;C
55;1,835;0,058;0;C
56;1,869;0,058;0;C
57;1,902;0,058;0,001;C
58;1,935;0,058;0,001;C
59;1,969;0,058;0,001;C
60;2,002;0,059;0;C
61;2,035;0,059;0;C
62;2,069;0,059;0;C
63;2,102;0,059;0;C
64;2,135;0,06;-0,001;C
65;2,169;0,06;-0,001;C
66;2,202;0,06;-0,001;C
67;2,236;0,06;-0,001;C
68;2,269;0,06;-0,001;C
69;2,302;0,06;-0,001;C
70;2,336;0,062;-0,002;C
71;2,369;0,061;-0,002;C
72;2,402;0,061;-0,002;C
73;2,436;0,061;-0,001;C
74;2,469;0,061;-0,001;C
75;2,503;0,061;-0,001;C
76;2,536;0,061;-0,001;C
77;2,569;0,06;0;C
78;2,603;0,062;-0,001;C
79;2,636;0,062;-0,001;C
80;2,669;0,061;0;C
81;2,703;0,061;0;C
82;2,736;0,061;0,004;C
83;2,769;0,061;0,004;C
84;2,803;0,062;0,004;C
85;2,836;0,074;0,004;C
86;2,87;0,074;0,004;C
87;2,903;0,073;0,005;C
88;2,936;0,072;0,005;C
89;2,97;0,072;0,005;C
90;3,003;0,072;0,005;C
91;3,036;0,069;0,004;C
92;3,07;0,065;0,002;C
93;3,103;0,069;0,003;C
94;3,136;0,069;0,003;C
95;3,17;0,069;0,003;C
96;3,203;0,07;0,003;C
97;3,237;0,07;0,005;C
98;3,27;0,07;0,005;C
99;3,303;0,07;0,005;C
100;3,337;0,07;0,005;C
101;3,37;0,07;0,005;C
102;3,403;0,07;0,005;C
103;3,437;0,071;0,004;C
104;3,47;0,071;0,004;C
105;3,504;0,071;0,004;C
106;3,537;0,072;0,005;C
107;3,57;0,073;0,002;C
108;3,604;0,073;0,002;C
109;3,637;0,073;0,002;C
110;3,67;0,073;0,002;C
111;3,704;0,073;0,002;C
112;3,737;0,073;0,006;C
113;3,77;0,115;0,023;OUT
114;3,804;0,13;0,034;OUT
115;3,837;0,145;0,037;OUT
116;3,871;0,197;0,044;OUT
117;3,904;0,194;0,038;OUT
118;3,937;0,194;0,039;OUT
119;3,971;0,194;0,039;OUT
120;4,004;0,194;0,039;OUT
121;4,037;0,194;0,04;OUT
122;4,071;0,171;0,034;OUT
123;4,104;0,127;0,031;OUT
124;4,137;0,096;0,026;OUT
125;4,171;0,075;0,027;OUT
126;4,204;0,072;0,024;OUT
127;4,238;0,07;0,023;C
128;4,271;0,069;0,022;C
129;4,304;0,067;0,019;C
130;4,338;0,067;0,019;C
131;4,371;0,067;0,019;C
132;4,404;0,066;0,017;C
133;4,438;0,066;0,016;C
134;4,471;0,066;0,014;C
135;4,505;0,066;0,012;C
136;4,538;0,066;0,01;C
137;4,571;0,066;0,01;C
138;4,605;0,067;0,01;C
139;4,638;0,068;0,01;C
140;4,671;0,052;0,003;C
142;4,738;0,07;0,006;C
143;4,771;0,07;0,006;C
144;4,805;0,07;0,006;C
145;4,838;0,07;0,006;C
146;4,872;0,07;0,006;C
147;4,905;0,07;0,006;C
148;4,938;0,071;0,006;C
149;4,972;0,071;0,006;C
150;5,005;0,071;0,006;C
151;5,038;0,071;0,006;C
152;5,072;0,071;0,006;C
153;5,105;0,071;0,006;C
154;5,138;0,071;0,006;C
155;5,172;0,071;0,006;C
156;5,205;0,072;0,006;C
157;5,239;0,072;0,006;C
158;5,272;0,072;0,006;C
159;5,305;0,072;0,006;C
160;5,339;0,072;0,006;C
161;5,372;0,072;0,006;C
162;5,405;0,072;0,006;C
163;5,439;0,072;0,006;C
164;5,472;0,072;0,006;C
165;5,506;0,073;0,006;C
166;5,539;0,073;0,006;C
167;5,572;0,073;0,006;OUT
168;5,606;0,15;0,021;OUT
169;5,639;0,185;0,034;OUT
170;5,672;0,196;0,034;OUT
171;5,706;0,202;0,034;OUT
172;5,739;0,205;0,034;OUT
173;5,772;0,205;0,034;OUT
174;5,806;0,207;0,035;OUT
175;5,839;0,207;0,035;OUT
176;5,873;0,207;0,035;OUT
177;5,906;0,204;0,033;OUT
178;5,939;0,204;0,033;OUT
179;5,973;0,181;0,019;OUT
180;6,006;0,15;0,01;OUT
181;6,039;0,093;0,012;OUT
182;6,073;0,07;0,006;C
183;6,106;0,069;0,01;C
184;6,139;0,064;0,01;C
185;6,173;0,064;0,01;C
186;6,206;0,064;0,01;C
187;6,24;0,064;0,004;C
188;6,273;0,064;0,004;C
189;6,306;0,064;0,004;C
190;6,34;0,064;0,004;C
191;6,373;0,064;0,004;C
192;6,406;0,064;0,004;C
193;6,44;0,064;0,004;C
194;6,473;0,064;0,004;C
195;6,507;0,069;0,004;C
196;6,54;0,066;0,004;C
197;6,573;0,066;0,004;C
198;6,607;0,066;0,004;C
199;6,64;0,066;0,004;C
200;6,673;0,065;0,004;C
201;6,707;0,065;0,004;C
202;6,74;0,065;0,004;C
203;6,773;0,065;0,004;C
204;6,807;0,065;0,004;C
205;6,84;0,065;0,004;C
206;6,874;0,065;0,004;C
207;6,907;0,065;0,004;C
208;6,94;0,07;0,007;C
209;6,974;0,07;0,007;C
210;7,007;0,072;0,007;C
211;7,04;0,072;0,007;C
212;7,074;0,073;0,007;C
213;7,107;0,075;0,008;C
214;7,14;0,075;0,008;C
215;7,174;0,075;0,008;C
216;7,207;0,075;0,009;C
217;7,241;0,074;0,008;C
218;7,274;0,074;0,007;C
219;7,307;0,074;0,007;C
220;7,341;0,074;0,007;C
221;7,374;0,073;0,009;C
222;7,407;0,073;0,009;C
223;7,441;0,073;0,009;C
224;7,474;0,073;0,009;C
225;7,508;0,073;0,009;C
226;7,541;0,073;0,009;C
227;7,574;0,074;0,009;C
228;7,608;0,075;0,009;C
229;7,641;0,075;0,009;C
230;7,674;0,075;0,009;C
231;7,708;0,075;0,009;C
232;7,741;0,075;0,009;C
233;7,774;0,075;0,009;C
234;7,808;0,075;0,009;C
235;7,841;0,075;0,009;C
236;7,875;0,075;0,009;C
237;7,908;0,075;0,009;C
238;7,941;0,075;0,009;C
239;7,975;0,075;0,009;C
240;8,008;0,075;0,009;C
241;8,041;0,075;0,008;C
242;8,075;0,075;0,008;C
243;8,108;0,075;0,008;C
244;8,141;0,075;0,008;C
245;8,175;0,075;0,008;C
246;8,208;0,075;0,007;C
247;8,242;0,077;0,01;C
248;8,275;0,077;0,01;OUT
249;8,308;0,077;0,01;OUT
250;8,342;0,077;0,01;OUT
251;8,375;0,137;0,028;OUT
252;8,408;0,175;0,04;OUT
253;8,442;0,186;0,056;OUT
254;8,475;0,196;0,063;OUT
255;8,509;0,198;0,064;OUT
256;8,542;0,198;0,064;OUT
257;8,575;0,2;0,065;OUT
258;8,609;0,201;0,065;OUT
259;8,642;0,201;0,065;OUT
260;8,675;0,201;0,065;OUT
261;8,709;0,194;0,057;OUT
262;8,742;0,145;0,035;OUT
263;8,775;0,09;0,029;OUT
264;8,809;0,073;0,019;C
265;8,842;0,06;0,02;C
266;8,876;0,057;0,018;C
267;8,909;0,058;0,015;C
268;8,942;0,06;0,015;C
269;8,976;0,06;0,015;C
270;9,009;0,061;0,012;C
271;9,042;0,062;0,012;C
272;9,076;0,064;0,012;C
273;9,109;0,066;0,011;C
274;9,142;0,066;0,011;C
275;9,176;0,067;0,011;C
276;9,209;0,067;0,011;C
277;9,243;0,067;0,011;C
278;9,276;0,067;0,011;C
279;9,309;0,067;0,011;C
280;9,343;0,067;0,011;C
281;9,376;0,067;0,011;C
282;9,409;0,067;0,011;C
283;9,443;0,067;0,011;C
284;9,476;0,067;0,011;C
285;9,51;0,067;0,011;C
286;9,543;0,07;0,011;C
287;9,576;0,071;0,011;C
288;9,61;0,071;0,011;C
289;9,643;0,071;0,011;C
290;9,676;0,071;0,01;C
291;9,71;0,071;0,01;C
292;9,743;0,071;0,01;C
293;9,776;0,066;0,009;C
295;9,843;0,065;0,009;C
296;9,877;0,064;0,008;C
297;9,91;0,063;0,007;C
298;9,943;0,063;0,006;C
299;9,977;0,063;0,006;C
300;10,01;0,062;0,005;C
301;10,043;0,062;0,005;C
302;10,077;0,062;0,005;C
303;10,11;0,062;0,005;C
304;10,143;0,063;0,005;C
305;10,177;0,063;0,005;C
306;10,21;0,066;0,005;C
307;10,244;0,066;0,005;C
308;10,277;0,066;0,005;C
309;10,31;0,066;0,005;C
310;10,344;0,066;0,005;C
311;10,377;0,066;0,005;C
312;10,41;0,066;0,005;C
313;10,444;0,066;0,005;C
314;10,477;0,074;0,006;C
315;10,511;0,076;0,008;C
316;10,544;0,076;0,008;C
317;10,577;0,076;0,008;C
318;10,611;0,076;0,008;C
319;10,644;0,076;0,008;C
320;10,677;0,076;0,008;C
321;10,711;0,075;0,008;C
322;10,744;0,075;0,006;C
323;10,777;0,074;0,006;C
324;10,811;0,074;0,006;C
325;10,844;0,074;0,006;C
326;10,878;0,074;0,006;C
327;10,911;0,074;0,006;C
328;10,944;0,075;0,005;C
329;10,978;0,075;0,005;C
330;11,011;0,075;0,005;C
331;11,044;0,075;0,005;C
