frame;t;x;y;Feeder
169;5,639;0,014;0,019;B
170;5,672;0,013;0,019;B
171;5,706;0,013;0,017;B
172;5,739;0,013;0,017;B
173;5,772;0,013;0,017;B
174;5,806;0,012;0,017;B
175;5,839;0,012;0,017;B
176;5,873;0,012;0,017;B
177;5,906;0,012;0,017;B
178;5,939;0,012;0,017;B
179;5,973;0,012;0,017;B
180;6,006;0,012;0,017;B
181;6,039;0,012;0,017;B
182;6,073;0,012;0,017;B
183;6,106;0,012;0,017;B
184;6,139;0,012;0,016;B
185;6,173;0,012;0,016;B
186;6,206;0,012;0,015;B
187;6,24;0,013;0,013;B
188;6,273;0,013;0,012;B
189;6,306;0,014;0,011;B
190;6,34;0,014;0,011;B
191;6,373;0,014;0,011;B
192;6,406;0,014;0,011;B
193;6,44;0,014;0,011;B
194;6,473;0,014;0,011;B
195;6,507;0,014;0,011;B
196;6,54;0,014;0,011;B
197;6,573;0,015;0,011;B
198;6,607;0,015;0,011;B
199;6,64;0,016;0,01;B
200;6,673;0,016;0,01;B
201;6,707;0,016;0,012;B
202;6,74;0,016;0,012;B
203;6,773;0,014;0,01;B
204;6,807;0,013;0,01;B
205;6,84;0,013;0,01;B
206;6,874;0,013;0,01;B
207;6,907;0,016;0,01;B
208;6,94;0,016;0,01;B
209;6,974;0,016;0,01;B
210;7,007;0,021;0,015;B
211;7,04;0,041;0,026;OUT
212;7,074;0,057;0,036;OUT
213;7,107;0,09;0,061;OUT
214;7,14;0,114;0,076;OUT
215;7,174;0,125;0,089;OUT
216;7,207;0,132;0,093;OUT
217;7,241;0,138;0,095;OUT
218;7,274;0,139;0,096;OUT
219;7,307;0,14;0,096;OUT
220;7,341;0,14;0,096;OUT
221;7,374;0,14;0,094;OUT
222;7,407;0,14;0,094;OUT
223;7,441;0,14;0,094;OUT
224;7,474;0,14;0,093;OUT
225;7,508;0,122;0,087;OUT
226;7,541;0,097;0,077;OUT
227;7,574;0,054;0,057;OUT
228;7,608;0,006;0,013;OUT
229;7,641;0,006;0,021;B
230;7,674;0,001;0,018;B
231;7,708;0;0,02;B
232;7,741;0;0,02;B
233;7,774;0;0,021;B
234;7,808;0;0,021;B
235;7,841;0,002;0,021;B
236;7,875;0,005;0,021;B
237;7,908;0,007;0,02;B
238;7,941;0,009;0,019;B
239;7,975;0,009;0,019;B
240;8,008;0,009;0,019;B
241;8,041;0,009;0,019;B
242;8,075;0,009;0,016;B
243;8,108;0,009;0,014;B
244;8,141;0,009;0,013;B
245;8,175;0,009;0,013;B
246;8,208;0,009;0,013;B
247;8,242;0,008;0,013;B
248;8,275;0,008;0,013;B
249;8,308;0,008;0,013;B
250;8,342;0,008;0,013;B
251;8,375;0,008;0,013;B
252;8,408;0,008;0,013;B
253;8,442;0,009;0,013;B
254;8,475;0,009;0,013;B
255;8,509;0,009;0,013;B
256;8,542;0,009;0,013;B
257;8,575;0,009;0,013;B
258;8,609;0,009;0,013;B
259;8,642;0,009;0,013;B
260;8,675;0,009;0,013;B
261;8,709;-0,002;0,035;OUT
262;8,742;-0,01;0,048;OUT
263;8,775;-0,016;0,064;OUT
264;8,809;-0,019;0,078;OUT
