frame;t;x;y;Feeder
4;0,133;0,041;-0,028;B
5;0,167;0,042;-0,028;B
6;0,2;0,041;-0,021;B
7;0,234;0,041;-0,021;B
8;0,267;0,041;-0,021;B
9;0,3;0,041;-0,021;B
10;0,334;0,042;-0,014;B
11;0,367;0,04;-0,005;B
12;0,4;0,043;0,014;OUT
13;0,434;0,046;0,024;OUT
14;0,467;0,054;0,038;OUT
15;0,501;0,052;0,05;OUT
16;0,534;0,051;0,051;OUT
17;0,567;0,051;0,051;OUT
18;0,601;0,051;0,049;OUT
19;0,634;0,05;0,047;OUT
20;0,667;0,05;0,045;OUT
21;0,701;0,05;0,045;OUT
22;0,734;0,05;0,045;OUT
23;0,767;0,05;0,025;OUT
24;0,801;0,052;0,011;OUT
25;0,834;0,057;-0,002;OUT
26;0,868;0,06;-0,008;OUT
27;0,901;0,062;-0,009;OUT
28;0,934;0,062;-0,006;OUT
29;0,968;0,064;-0,006;OUT
30;1,001;0,062;-0,002;OUT
31;1,034;0,062;-0,002;OUT
32;1,068;0,054;-0,009;OUT
33;1,101;0,047;-0,012;B
34;1,134;0,046;-0,013;B
35;1,168;0,046;-0,014;B
36;1,201;0,045;-0,012;B
37;1,235;0,049;-0,008;B
38;1,268;0,05;-0,01;B
39;1,301;0,05;-0,01;B
40;1,335;0,046;-0,013;B
41;1,368;0,046;-0,013;B
42;1,401;0,046;-0,013;B
43;1,435;0,048;-0,01;B
44;1,468;0,048;-0,011;B
45;1,502;0,048;-0,011;B
46;1,535;0,048;-0,012;B
47;1,568;0,048;-0,012;B
48;1,602;0,047;-0,012;B
49;1,635;0,047;-0,012;B
50;1,668;0,046;-0,012;B
51;1,702;0,047;-0,012;B
52;1,735;0,047;-0,012;B
53;1,768;0,048;-0,012;B
54;1,802;0,048;-0,012;B
55;1,835;0,046;-0,005;B
56;1,869;0,044;0,005;OUT
57;1,902;0,038;0,022;OUT
58;1,935;0,033;0,042;OUT
59;1,969;0,039;0,057;OUT
60;2,002;0,044;0,071;OUT
61;2,035;0,047;0,08;OUT
62;2,069;0,044;0,081;OUT
63;2,102;0,044;0,082;OUT
64;2,135;0,044;0,082;OUT
65;2,169;0,045;0,076;OUT
66;2,202;0,045;0,076;OUT
67;2,236;0,045;0,076;OUT
68;2,269;0,045;0,076;OUT
