frame;t;x;y;Feeder
31;1,034;0,032;0,016;C
32;1,068;0,031;0,014;C
33;1,101;0,031;0,009;C
34;1,134;0,03;0,008;C
35;1,168;0,029;0,007;C
36;1,201;0,029;0,007;C
37;1,235;0,029;0,006;C
38;1,268;0,028;0,005;C
39;1,301;0,028;0,005;C
40;1,335;0,029;0,005;C
41;1,368;0,029;0,006;C
42;1,401;0,015;0,005;C
43;1,435;0,014;0,006;C
44;1,468;0,014;0,017;OUT
45;1,502;0,016;0,024;OUT
46;1,535;0,015;0,032;OUT
47;1,568;0,02;0,035;OUT
48;1,602;0,021;0,037;OUT
49;1,635;0,022;0,038;OUT
50;1,668;0,024;0,037;OUT
51;1,702;0,024;0,035;OUT
52;1,735;0,024;0,034;OUT
53;1,768;0,025;0,032;OUT
54;1,802;0,019;0,027;OUT
55;1,835;0,016;0,026;OUT
56;1,869;0,018;0,012;OUT
57;1,902;0,013;0,006;OUT
58;1,935;0,013;0,002;OUT
59;1,969;0,012;0,003;OUT
60;2,002;0,014;0,001;OUT
61;2,035;0,015;0,003;C
62;2,069;0,016;0,003;C
63;2,102;0,018;0,002;C
64;2,135;0,015;0,003;C
65;2,169;0,018;0,003;C
66;2,202;0,016;0,003;C
67;2,236;0,014;0,003;C
68;2,269;0,015;0,001;C
69;2,302;0,016;0,001;C
70;2,336;0,015;0,001;C
71;2,369;0,033;0,011;OUT
72;2,402;0,048;0,022;OUT
73;2,436;0,068;0,039;OUT
74;2,469;0,081;0,046;OUT
75;2,503;0,093;0,052;OUT
76;2,536;0,099;0,052;OUT
77;2,569;0,101;0,051;OUT
78;2,603;0,101;0,05;OUT
79;2,636;0,101;0,048;OUT
80;2,669;0,099;0,047;OUT
81;2,703;0,097;0,046;OUT
82;2,736;0,095;0,046;OUT
83;2,769;0,095;0,046;OUT
84;2,803;0,095;0,047;OUT
85;2,836;0,096;0,046;OUT
86;2,87;0,098;0,046;OUT
87;2,903;0,1;0,033;OUT
88;2,936;0,101;0,02;OUT
89;2,97;0,105;0,008;OUT
90;3,003;0,104;0,009;OUT
91;3,036;0,103;0,009;OUT
92;3,07;0,1;0,012;OUT
93;3,103;0,085;0,015;OUT
94;3,136;0,062;0,014;OUT
95;3,17;0,05;0,013;OUT
96;3,203;0,037;0,007;OUT
