frame;t;x;y;Feeder
41;1,368;0,071;0;A
42;1,401;0,071;0;A
43;1,435;0,07;0;A
44;1,468;0,067;0;A
45;1,502;0,067;0;A
46;1,535;0,057;-0,002;A
47;1,568;0,053;0;A
48;1,602;0,04;0,009;A
49;1,635;0,036;0,012;A
50;1,668;0,027;0,016;A
51;1,702;0,027;0,018;A
52;1,735;0,026;0,02;OUT
53;1,768;0,025;0,021;OUT
54;1,802;0,025;0,021;OUT
55;1,835;0,027;0,02;OUT
56;1,869;0,055;0,016;OUT
57;1,902;0,056;0,012;OUT
58;1,935;0,063;0,005;OUT
59;1,969;0,065;0,003;OUT
60;2,002;0,066;0,002;OUT
61;2,035;0,068;0,004;OUT
62;2,069;0,064;0,004;OUT
63;2,102;0,062;0,002;OUT
64;2,135;0,062;0;A
65;2,169;0,062;0;A
66;2,202;0,063;0;A
67;2,236;0,062;0,001;A
68;2,269;0,061;0,001;A
69;2,302;0,061;0,001;A
70;2,336;0,062;0,002;A
71;2,369;0,061;0,002;A
72;2,402;0,06;0,002;A
73;2,436;0,06;0,002;A
74;2,469;0,059;0,001;A
75;2,503;0,059;0,001;A
76;2,536;0,059;0,001;A
77;2,569;0,059;0,001;A
78;2,603;0,061;0,002;A
79;2,636;0,061;0,003;A
80;2,669;0,037;0,022;A
81;2,703;0,029;0,035;A
82;2,736;0,016;0,048;A
83;2,769;0,007;0,061;OUT
84;2,803;0,003;0,066;OUT
85;2,836;0,002;0,075;OUT
86;2,87;0,003;0,073;OUT
87;2,903;0,001;0,072;OUT
88;2,936;0,002;0,068;OUT
89;2,97;0,002;0,066;OUT
90;3,003;0,001;0,064;OUT
91;3,036;0,002;0,064;OUT
92;3,07;0,002;0,063;OUT
93;3,103;0,002;0,061;OUT
94;3,136;0,002;0,061;OUT
95;3,17;-0,002;0,059;OUT
96;3,203;-0,001;0,058;OUT
97;3,237;0,001;0,058;OUT
98;3,27;0,001;0,058;OUT
99;3,303;0,001;0,058;OUT
100;3,337;0;0,06;OUT
101;3,37;0;0,06;OUT
102;3,403;0,015;0,059;OUT
103;3,437;0,031;0,045;OUT
104;3,47;0,043;0,029;OUT
105;3,504;0,058;0,011;OUT
106;3,537;0,062;0,003;OUT
107;3,57;0,059;-0,002;A
108;3,604;0,059;-0,005;A
109;3,637;0,058;-0,006;A
110;3,67;0,058;-0,006;A
