frame;t;x;y;Feeder
0;0;0;0;OUT
1;0,033;0,002;0,001;OUT
2;0,067;0,002;0,001;OUT
3;0,1;0,002;0,001;OUT
4;0,133;0,002;0,002;OUT
5;0,167;0,002;0,001;OUT
6;0,2;0,002;0,001;OUT
7;0,234;0,001;0,001;A
8;0,267;0,001;0,001;A
9;0,3;0,001;0,001;A
10;0,334;0,001;0,001;A
11;0,367;0,001;0,001;A
12;0,4;0,001;0,001;A
13;0,434;0,001;0,001;A
14;0,467;0,001;0,001;A
15;0,501;0,001;0,001;A
16;0,534;0,001;0,001;A
17;0,567;0,001;0,001;A
18;0,601;0,001;0,001;A
19;0,634;0,001;0,001;A
20;0,667;0,001;0,001;A
21;0,701;0,001;0,001;A
22;0,734;0,001;0,001;A
23;0,767;0,001;0,001;A
24;0,801;0,001;0,001;A
25;0,834;0,001;0,001;A
26;0,868;0,001;0,001;A
27;0,901;0,001;0,001;A
28;0,934;0,001;0,001;A
29;0,968;0,001;0,001;A
30;1,001;0,001;0,001;A
31;1,034;0,001;0,001;A
32;1,068;0,001;0,001;A
33;1,101;0,001;0,001;A
34;1,134;0,001;0,001;A
35;1,168;0,001;0,001;A
36;1,201;0,001;0,001;A
37;1,235;0,001;0,001;A
38;1,268;0,001;0,001;A
39;1,301;0,001;0,001;A
40;1,335;0,001;0,001;A
41;1,368;0,001;0,001;A
42;1,401;0,003;0,001;A
43;1,435;0,003;0,001;A
44;1,468;0,003;0,001;A
45;1,502;0,003;0,001;A
46;1,535;0,003;0,001;A
47;1,568;0,003;0,001;A
48;1,602;0,003;0,001;A
49;1,635;0,003;0,001;A
50;1,668;0,003;0,001;A
51;1,702;0,003;0,001;A
52;1,735;0,003;0,001;A
53;1,768;0,003;0,001;A
54;1,802;0,003;0,001;A
55;1,835;0,003;0,001;A
56;1,869;0,003;0,001;A
57;1,902;0,003;0,001;A
58;1,935;0,003;0,001;A
59;1,969;0,003;0,001;A
60;2,002;0,003;0,001;A
61;2,035;0,003;0,001;A
62;2,069;0,003;0,001;A
63;2,102;0,003;0,001;A
64;2,135;0,003;0,001;A
65;2,169;0,003;0,001;A
66;2,202;0,003;0,001;A
67;2,236;0,003;0,001;A
68;2,269;0,003;0,001;A
69;2,302;0,003;0,001;A
70;2,336;0,003;0,001;A
71;2,369;0,003;0,001;A
72;2,402;0,003;0,001;A
73;2,436;0,003;0,001;A
74;2,469;0,003;0,001;A
75;2,503;0,005;0,002;OUT
76;2,536;0,01;0,003;OUT
77;2,569;0,01;0,004;OUT
78;2,603;0,01;0,004;OUT
79;2,636;0,01;0,004;OUT
80;2,669;0,011;0,004;OUT
81;2,703;0,011;0,004;OUT
82;2,736;0,011;0,004;OUT
83;2,769;0,011;0,004;OUT
84;2,803;0,011;0,004;OUT
85;2,836;0,011;0,004;OUT
86;2,87;0,011;0,004;OUT
87;2,903;0,011;0,004;OUT
88;2,936;0,011;0,004;OUT
89;2,97;0,01;0,003;OUT
90;3,003;0,008;0,002;OUT
91;3,036;0,004;0;OUT
92;3,07;0,001;0,001;A
93;3,103;0,001;0,001;A
94;3,136;0,001;0,001;A
95;3,17;0,001;0,001;A
96;3,203;0,001;0,001;A
97;3,237;0,001;0,001;A
98;3,27;0,001;0,001;A
99;3,303;0,001;0,001;A
100;3,337;0,001;0,001;A
101;3,37;0,001;0,001;A
102;3,403;0,001;0,001;A
103;3,437;0,002;0,001;A
104;3,47;0,002;0,001;A
105;3,504;0,002;0,001;A
106;3,537;0,002;0,001;A
107;3,57;0,002;0,001;A
108;3,604;0,002;0,001;A
109;3,637;0,002;0,001;A
110;3,67;0,002;0,001;A
111;3,704;0,002;0,001;A
112;3,737;0,002;0,001;A
113;3,77;0,002;0,001;A
114;3,804;0,002;0,001;A
115;3,837;0,002;0,001;A
116;3,871;0,002;0,001;A
117;3,904;0,004;0,001;A
118;3,937;0,004;0,001;A
119;3,971;0,004;0,001;A
120;4,004;0,004;0,001;A
121;4,037;0,004;0,001;A
122;4,071;0,004;0,001;A
123;4,104;0,004;0,001;A
124;4,137;0,004;0,001;A
125;4,171;0,004;0,001;A
126;4,204;0,005;0,001;A
