Video.cut;abs_nflo;nflo_chang;nouts;nins;mean_durins;tot_durins;mean_durouts;tot_durouts;tot_durfor;mov_totdist;mov_spead;mov_feroc;treat;Configuration;Color.code;ID..;stan_nflo;stan_nflochang;stan_nouts;stan_nins;stand_totdist
vlc-record-2015-06-28-17h18m05s-Pers.Ctrl.SUR.2015.6.28.13.14.MOV-.csv;1;0;4;5;1.1484;5.742;0.70125;2.805;8.547;101.6613949;0.046102307;2.008234311;Ctr;Ctrl4;G;292;0.117000117;0;0.468000468;0.585000585;20.33227897
vlc-record-2015-06-28-17h19m19s-Pers.Ctrl.SUR.2015.6.28.13.14.MOV-.csv;1;0;8;9;2.588666667;23.298;2.000625;16.005;39.303;380.5644699;0.008136836;2.263019932;Ctr;Ctrl4;R;356;0.02544335;0;0.203546803;0.228990153;42.2849411
vlc-record-2015-06-28-17h22m13s-Pers.Ctrl.SUR.2015.6.28.13.14.MOV-.csv;2;2;7;8;1.604625;12.837;0.509142857;3.564;16.401;120.2051258;0.01477648;2.818969285;Ctr;Ctrl4;RPG;203;0.121943784;0.121943784;0.426803244;0.487775136;5.008546906
vlc-record-2015-06-28-17h24m54s-Pers.Ctrl.SUR.2015.6.28.13.14.MOV-.csv;1;0;2;3;7.337;22.011;1.0065;2.013;24.024;38.62404168;0.002211454;3.971535983;Ctr;Ctrl4;BGW;143;0.041625042;0;0.083250083;0.124875125;12.87468056
vlc-record-2015-06-28-17h27m43s-Pers.Ctrl.SUR.2015.6.28.13.14.MOV-.csv;1;0;8;9;1.228333333;11.055;1.266375;10.131;21.186;226.0751421;0.016647377;2.906644053;Ctr;Ctrl4;G;292;0.047200982;0;0.377607854;0.424808836;25.11946024
vlc-record-2015-06-28-17h37m10s-Pers.Ctrl.SUR.2015.6.28.13.14.MOV-.csv;1;0;13;14;1.310571429;18.348;0.66;8.58;26.928;166.7814792;0.007599519;2.551150391;Ctr;Ctrl4;Y;301;0.037136067;0;0.482768865;0.519904932;11.9129628
vlc-record-2015-06-28-17h39m03s-Pers.Ctrl.SUR.2015.6.28.13.14.MOV-.csv;2;1;4;5;2.739;13.695;0.86625;3.465;17.16;90.62168015;0.010175306;3.968655071;Ctr;Ctrl4;UNTAG*;-40;0.116550117;0.058275058;0.233100233;0.291375291;9.062168015
vlc-record-2015-06-28-17h41m01s-Pers.Ctrl.SUR.2015.6.28.13.14.MOV-.csv;2;2;25;26;0.951923077;24.75;0.87912;21.978;46.728;630.1494535;0.009530374;2.081401463;Ctr;Ctrl4;B;357;0.04280089;0.04280089;0.535011128;0.556411573;8.078839148
vlc-record-2015-06-28-17h51m02s-Pers.Ctrl.SUR.2015.6.28.13.43.MOV-.csv;2;2;18;19;1.148052632;21.813;0.856166667;15.411;37.224;343.492155;0.00818785;2.008744271;Ctr;Ctrl4;G;292;0.053728777;0.053728777;0.483558994;0.510423383;6.026178158
vlc-record-2015-06-28-17h54m06s-Pers.Ctrl.SUR.2015.6.28.13.43.MOV-.csv;1;0;8;9;2.013;18.117;1.909875;15.279;33.396;447.3196067;0.013248671;2.50225896;Ctr;Ctrl4;R;356;0.029943706;0;0.239549647;0.269493352;49.70217852
vlc-record-2015-06-28-18h03m43s-Pers.Ctrl.SUR.2015.6.28.13.43.MOV-.csv;1;0;8;9;1.895666667;17.061;0.499125;3.993;21.054;131.9635356;0.009839655;2.248919396;Ctr;Ctrl4;RPG;203;0.047496913;0;0.379975302;0.427472214;14.66261507
vlc-record-2015-06-28-18h06m22s-Pers.Ctrl.SUR.2015.6.28.13.43.MOV-.csv;1;0;1;2;6.402;12.804;1.419;1.419;14.223;71.17918767;0.011638402;2.567314083;Ctr;Ctrl4;UNTAG*;-40;0.070308655;0;0.070308655;0.14061731;35.58959384
vlc-record-2015-06-28-18h12m10s-Pers.Ctrl.SUR.2015.6.28.14.8.MOV-.csv;1;0;6;7;2.673;18.711;0.6875;4.125;22.836;134.5578232;0.008527287;2.697207877;Ctr;Ctrl4;Y;301;0.043790506;0;0.262743037;0.306533544;19.22254618
vlc-record-2015-06-28-18h16m26s-Pers.Ctrl.SUR.2015.6.28.14.8.MOV-.csv;2;1;18;19;1.115052632;21.186;0.9295;16.731;37.917;458.2006283;0.010526399;2.128785253;Ctr;Ctrl4;G;292;0.052746789;0.026373395;0.474721101;0.501094496;12.05791127
vlc-record-2015-06-28-18h23m29s-Pers.Exp.SUR.2015.6.28.14.33.MOV-.csv;2;2;7;8;3.564;28.512;1.819714286;12.738;41.25;390.1367341;0.007572346;1.989418023;Exp;Exp4;R;356;0.048484848;0.048484848;0.16969697;0.193939394;16.25569725
vlc-record-2015-06-28-18h25m32s-Pers.Exp.SUR.2015.6.28.14.33.MOV-.csv;1;0;10;11;1.239;13.629;1.0758;10.758;24.387;283.7964259;0.015768565;2.117193095;Exp;Exp4;UNTAG*;-40;0.041005454;0;0.410054537;0.451059991;25.79967508
vlc-record-2015-06-28-18h29m12s-Pers.Exp.SUR.2015.6.28.14.33.MOV-.csv;1;0;5;6;1.826;10.956;0.6798;3.399;14.355;93.07826667;0.014940164;1.980337354;Exp;Exp4;RPG;203;0.069662139;0;0.348310693;0.417972832;15.51304445
vlc-record-2015-06-28-18h31m33s-Pers.Exp.SUR.2015.6.28.14.33.MOV-.csv;2;1;1;2;0.1155;0.231;2.541;2.541;2.772;60.25874509;0.261908;1.913840615;Exp;Exp4;Y;301;0.721500722;0.360750361;0.360750361;0.721500722;15.06468627
vlc-record-2015-06-28-18h35m23s-Pers.Exp.SUR.2015.6.28.14.33.MOV-.csv;1;0;16;17;1.164705882;19.8;0.93225;14.916;34.716;297.7721328;0.008161156;1.890949146;Exp;Exp4;G;292;0.028805162;0;0.46088259;0.489687752;17.51600781
vlc-record-2015-06-28-18h37m13s-Pers.Exp.SUR.2015.6.28.14.33.MOV-.csv;2;2;20;21;0.793571429;16.665;1.31175;26.235;42.9;752.5665646;0.013504499;1.8937729;Exp;Exp4;B;357;0.046620047;0.046620047;0.466200466;0.48951049;11.94550102
vlc-record-2015-06-28-22h48m44s-Pers.Ctrl.SUR.2015.6.25.6.50.MOV-.csv;1;0;5;6;0.9185;5.511;1.0032;5.016;10.527;165.4666684;0.049428653;2.057340798;Ctr;Ctrl0;UNTAG*;-40;0.094993825;0;0.474969127;0.569962952;27.57777807
vlc-record-2015-06-28-22h50m38s-Pers.Ctrl.SUR.2015.6.25.6.50.MOV-.csv;1;0;2;3;3.025;9.075;0.8415;1.683;10.758;81.7369466;0.023377793;2.282180229;Ctr;Ctrl0;RPG;203;0.092954081;0;0.185908161;0.278862242;27.24564887
vlc-record-2015-06-28-22h53m56s-Pers.Ctrl.SUR.2015.6.25.6.50.MOV-.csv;1;0;9;10;1.518;15.18;0.931333333;8.382;23.562;233.568877;0.013903153;2.158636525;Ctr;Ctrl0;UNTAG*;-40;0.042441219;0;0.38197097;0.424412189;23.3568877
vlc-record-2015-06-28-23h01m11s-Pers.Ctrl.SUR.2015.6.25.6.50.MOV-.csv;2;1;3;4;2.54925;10.197;1.925;5.775;15.972;111.7177875;0.014481578;2.36257968;Ctr;Ctrl0;RBR;365;0.125219133;0.062609567;0.1878287;0.250438267;13.96472343
vlc-record-2015-06-28-23h03m29s-Pers.Ctrl.SUR.2015.6.25.6.50.MOV-.csv;1;0;16;17;1.215176471;20.658;0.622875;9.966;30.624;442.5015271;0.01558738;1.433164559;Ctr;Ctrl0;Y;301;0.032654127;0;0.52246604;0.555120167;26.0295016
vlc-record-2015-06-28-23h06m15s-Pers.Ctrl.SUR.2015.6.25.6.50.MOV-.csv;1;0;2;3;3.927;11.781;0.495;0.99;12.771;82.23384363;0.016681626;1.888355493;Ctr;Ctrl0;RPG;203;0.078302404;0;0.156604808;0.234907212;27.41128121
