t;x;y;frame;Feeder;Cooments
1,464798131E1;-2,665239716E1;9,676447759E0;4,390000000E2;OUT;
1,468134801E1;-2,665239716E1;9,676447759E0;4,400000000E2;OUT;
1,471471471E1;-2,665239716E1;9,676447759E0;4,410000000E2;OUT;
1,474808141E1;-2,665239716E1;9,676447759E0;4,420000000E2;OUT;
1,478144811E1;-2,665239716E1;9,676447759E0;4,430000000E2;OUT;
1,481481481E1;-2,665239716E1;9,676447759E0;4,440000000E2;OUT;
1,484818151E1;-2,665239716E1;9,676447759E0;4,450000000E2;OUT;
1,488154821E1;-2,665239716E1;9,676447759E0;4,460000000E2;OUT;
1,491491491E1;-2,665239716E1;9,676447759E0;4,470000000E2;OUT;
1,494828161E1;-2,665239716E1;9,676447759E0;4,480000000E2;OUT;
1,498164831E1;-2,665239716E1;9,676447759E0;4,490000000E2;OUT;
1,501501502E1;-2,665239716E1;9,676447759E0;4,500000000E2;OUT;
1,504838172E1;-2,665239716E1;9,676447759E0;4,510000000E2;OUT;
1,508174842E1;-2,665239716E1;9,676447759E0;4,520000000E2;OUT;
1,511511512E1;-2,665239716E1;9,676447759E0;4,530000000E2;OUT;
1,514848182E1;-2,665239716E1;9,676447759E0;4,540000000E2;OUT;
1,518184852E1;-2,665239716E1;9,676447759E0;4,550000000E2;OUT;
1,521521522E1;-2,665239716E1;9,676447759E0;4,560000000E2;OUT;
1,524858192E1;-2,665239716E1;9,676447759E0;4,570000000E2;OUT;
1,528194862E1;-2,665239716E1;9,676447759E0;4,580000000E2;OUT;
1,531531532E1;-2,665239716E1;9,676447759E0;4,590000000E2;OUT;
1,534868202E1;-2,665239716E1;9,676447759E0;4,600000000E2;OUT;
1,538204872E1;-2,665239716E1;9,676447759E0;4,610000000E2;OUT;
1,541541542E1;-2,665239716E1;9,676447759E0;4,620000000E2;OUT;
1,544878212E1;-2,665239716E1;9,676447759E0;4,630000000E2;OUT;
1,548214882E1;-2,665239716E1;9,676447759E0;4,640000000E2;OUT;
1,551551552E1;-2,665239716E1;9,676447759E0;4,650000000E2;OUT;
1,554888222E1;-2,677999165E1;9,867839495E0;4,660000000E2;OUT;
1,558224892E1;-2,677999165E1;9,867839495E0;4,670000000E2;OUT;
1,561561562E1;-2,677999165E1;9,867839495E0;4,680000000E2;OUT;
1,564898232E1;-2,677999165E1;9,867839495E0;4,690000000E2;OUT;
1,568234902E1;-2,677999165E1;9,867839495E0;4,700000000E2;OUT;
1,571571572E1;-2,677999165E1;9,867839495E0;4,710000000E2;OUT;
1,574908242E1;-2,677999165E1;9,867839495E0;4,720000000E2;OUT;
1,578244912E1;-2,677999165E1;9,867839495E0;4,730000000E2;OUT;
1,581581582E1;-2,677999165E1;9,867839495E0;4,740000000E2;OUT;
1,584918252E1;-2,677999165E1;9,867839495E0;4,750000000E2;OUT;
1,588254922E1;-2,677999165E1;9,867839495E0;4,760000000E2;OUT;
1,591591592E1;-2,677999165E1;9,867839495E0;4,770000000E2;OUT;
1,594928262E1;-2,677999165E1;9,867839495E0;4,780000000E2;OUT;
1,598264932E1;-2,677999165E1;9,867839495E0;4,790000000E2;OUT;
1,601601602E1;-2,677999165E1;9,867839495E0;4,800000000E2;OUT;
1,604938272E1;-2,677999165E1;9,867839495E0;4,810000000E2;OUT;
1,608274942E1;-2,677999165E1;9,867839495E0;4,820000000E2;OUT;
1,611611612E1;-2,677999165E1;9,867839495E0;4,830000000E2;OUT;
1,614948282E1;-2,677999165E1;9,867839495E0;4,840000000E2;OUT;
1,618284952E1;-2,677999165E1;9,867839495E0;4,850000000E2;OUT;
1,621621622E1;-2,677999165E1;9,867839495E0;4,860000000E2;OUT;
1,624958292E1;-2,677999165E1;9,867839495E0;4,870000000E2;OUT;
1,628294962E1;-2,677999165E1;9,867839495E0;4,880000000E2;OUT;
1,631631632E1;-2,677999165E1;9,867839495E0;4,890000000E2;OUT;
1,634968302E1;-2,677999165E1;9,867839495E0;4,900000000E2;OUT;
1,638304972E1;-2,677999165E1;9,867839495E0;4,910000000E2;OUT;
1,641641642E1;-2,677999165E1;9,867839495E0;4,920000000E2;OUT;
1,644978312E1;-2,677999165E1;9,867839495E0;4,930000000E2;OUT;
1,648314982E1;-2,677999165E1;9,867839495E0;4,940000000E2;OUT;
1,651651652E1;-2,677999165E1;9,867839495E0;4,950000000E2;OUT;
1,654988322E1;-2,677999165E1;9,867839495E0;4,960000000E2;OUT;
1,658324992E1;-2,677999165E1;9,867839495E0;4,970000000E2;OUT;
1,661661662E1;-2,677999165E1;9,867839495E0;4,980000000E2;OUT;
1,664998332E1;-2,677999165E1;9,867839495E0;4,990000000E2;OUT;
1,668335002E1;-2,677999165E1;9,867839495E0;5,000000000E2;OUT;
1,671671672E1;-2,677999165E1;9,867839495E0;5,010000000E2;OUT;
1,675008342E1;-2,677999165E1;9,867839495E0;5,020000000E2;OUT;
1,678345012E1;-2,677999165E1;9,867839495E0;5,030000000E2;OUT;
1,681681682E1;-2,677999165E1;9,867839495E0;5,040000000E2;OUT;
1,685018352E1;-2,677999165E1;9,867839495E0;5,050000000E2;OUT;
1,688355022E1;-2,677999165E1;9,867839495E0;5,060000000E2;OUT;
1,691691692E1;-2,677999165E1;9,867839495E0;5,070000000E2;OUT;
1,695028362E1;-2,677999165E1;9,867839495E0;5,080000000E2;OUT;
1,698365032E1;-2,677999165E1;9,867839495E0;5,090000000E2;OUT;
1,701701702E1;-2,677999165E1;9,867839495E0;5,100000000E2;OUT;
1,705038372E1;-2,677999165E1;9,867839495E0;5,110000000E2;OUT;
1,708375042E1;-2,677999165E1;9,867839495E0;5,120000000E2;OUT;
1,711711712E1;-2,677999165E1;9,867839495E0;5,130000000E2;OUT;
1,715048382E1;-2,677999165E1;9,867839495E0;5,140000000E2;OUT;
1,718385052E1;-2,677999165E1;9,867839495E0;5,150000000E2;OUT;
1,721721722E1;-2,677999165E1;9,867839495E0;5,160000000E2;OUT;
1,725058392E1;-2,677999165E1;9,867839495E0;5,170000000E2;OUT;
1,728395062E1;-2,677999165E1;9,867839495E0;5,180000000E2;OUT;
1,731731732E1;-2,684378889E1;9,676447759E0;5,190000000E2;OUT;
1,735068402E1;-2,684378889E1;9,676447759E0;5,200000000E2;OUT;
1,738405072E1;-2,684378889E1;9,676447759E0;5,210000000E2;OUT;
1,741741742E1;-2,684378889E1;9,676447759E0;5,220000000E2;OUT;
1,745078412E1;-2,684378889E1;9,676447759E0;5,230000000E2;OUT;
1,748415082E1;-2,684378889E1;9,676447759E0;5,240000000E2;OUT;
1,751751752E1;-2,684378889E1;9,676447759E0;5,250000000E2;OUT;
1,755088422E1;-2,684378889E1;9,676447759E0;5,260000000E2;OUT;
1,758425092E1;-2,684378889E1;9,676447759E0;5,270000000E2;OUT;
1,761761762E1;-2,684378889E1;9,676447759E0;5,280000000E2;OUT;
1,765098432E1;-2,684378889E1;9,676447759E0;5,290000000E2;OUT;
1,768435102E1;-2,684378889E1;9,676447759E0;5,300000000E2;OUT;
1,771771772E1;-2,684378889E1;9,676447759E0;5,310000000E2;OUT;
1,775108442E1;-2,684378889E1;9,676447759E0;5,320000000E2;OUT;
1,778445112E1;-2,703518063E1;9,485056024E0;5,330000000E2;OUT;
1,781781782E1;-2,703518063E1;9,485056024E0;5,340000000E2;OUT;
1,785118452E1;-2,703518063E1;9,485056024E0;5,350000000E2;OUT;
1,788455122E1;-2,703518063E1;9,485056024E0;5,360000000E2;OUT;
1,791791792E1;-2,703518063E1;9,485056024E0;5,370000000E2;OUT;
1,795128462E1;-2,703518063E1;9,485056024E0;5,380000000E2;OUT;
1,798465132E1;-2,703518063E1;9,485056024E0;5,390000000E2;OUT;
1,801801802E1;-2,703518063E1;9,485056024E0;5,400000000E2;OUT;
1,805138472E1;-2,703518063E1;9,485056024E0;5,410000000E2;OUT;
1,808475142E1;-2,684378889E1;9,293664288E0;5,420000000E2;OUT;
1,811811812E1;-2,684378889E1;9,293664288E0;5,430000000E2;OUT;
1,815148482E1;-2,684378889E1;9,293664288E0;5,440000000E2;OUT;
1,818485152E1;-2,684378889E1;9,293664288E0;5,450000000E2;OUT;
1,821821822E1;-2,684378889E1;8,974678063E0;5,460000000E2;OUT;
1,825158492E1;-2,684378889E1;8,974678063E0;5,470000000E2;OUT;
1,828495162E1;-2,684378889E1;8,974678063E0;5,480000000E2;OUT;
1,831831832E1;-2,684378889E1;8,974678063E0;5,490000000E2;OUT;
1,835168502E1;-2,684378889E1;8,974678063E0;5,500000000E2;OUT;
1,838505172E1;-2,684378889E1;8,974678063E0;5,510000000E2;OUT;
1,841841842E1;-2,684378889E1;8,974678063E0;5,520000000E2;OUT;
1,845178512E1;-2,684378889E1;8,974678063E0;5,530000000E2;OUT;
1,848515182E1;-2,684378889E1;8,974678063E0;5,540000000E2;OUT;
1,851851852E1;-2,684378889E1;8,974678063E0;5,550000000E2;OUT;
1,855188522E1;-2,684378889E1;8,974678063E0;5,560000000E2;OUT;
1,858525192E1;-2,684378889E1;8,974678063E0;5,570000000E2;OUT;
1,861861862E1;-2,703518063E1;9,038475308E0;5,580000000E2;OUT;
1,865198532E1;-2,703518063E1;9,038475308E0;5,590000000E2;OUT;
1,868535202E1;-2,703518063E1;9,038475308E0;5,600000000E2;OUT;
1,871871872E1;-2,703518063E1;9,038475308E0;5,610000000E2;OUT;
1,875208542E1;-2,703518063E1;9,038475308E0;5,620000000E2;OUT;
1,878545212E1;-2,703518063E1;9,038475308E0;5,630000000E2;OUT;
1,881881882E1;-2,703518063E1;9,038475308E0;5,640000000E2;OUT;
1,885218552E1;-2,703518063E1;9,038475308E0;5,650000000E2;OUT;
1,888555222E1;-2,703518063E1;9,038475308E0;5,660000000E2;OUT;
1,891891892E1;-2,703518063E1;9,038475308E0;5,670000000E2;OUT;
1,895228562E1;-2,703518063E1;9,038475308E0;5,680000000E2;OUT;
1,898565232E1;-2,703518063E1;9,038475308E0;5,690000000E2;OUT;
1,901901902E1;-2,703518063E1;9,038475308E0;5,700000000E2;OUT;
1,905238572E1;-2,703518063E1;9,038475308E0;5,710000000E2;OUT;
1,908575242E1;-2,703518063E1;9,038475308E0;5,720000000E2;OUT;
1,911911912E1;-2,703518063E1;9,038475308E0;5,730000000E2;OUT;
1,915248582E1;-2,703518063E1;9,038475308E0;5,740000000E2;OUT;
1,918585252E1;-2,703518063E1;9,038475308E0;5,750000000E2;OUT;
1,921921922E1;-2,703518063E1;9,038475308E0;5,760000000E2;OUT;
1,925258592E1;-2,703518063E1;9,038475308E0;5,770000000E2;OUT;
1,928595262E1;-2,703518063E1;9,038475308E0;5,780000000E2;OUT;
1,931931932E1;-2,703518063E1;9,038475308E0;5,790000000E2;OUT;
1,935268602E1;-2,703518063E1;9,038475308E0;5,800000000E2;OUT;
1,938605272E1;-2,703518063E1;9,038475308E0;5,810000000E2;OUT;
1,941941942E1;-2,703518063E1;9,038475308E0;5,820000000E2;OUT;
1,945278612E1;-2,703518063E1;9,038475308E0;5,830000000E2;OUT;
1,948615282E1;-2,703518063E1;9,038475308E0;5,840000000E2;OUT;
1,951951952E1;-2,703518063E1;9,038475308E0;5,850000000E2;OUT;
1,955288622E1;-2,703518063E1;9,038475308E0;5,860000000E2;OUT;
1,958625292E1;-2,703518063E1;9,038475308E0;5,870000000E2;OUT;
1,961961962E1;-2,703518063E1;9,038475308E0;5,880000000E2;OUT;
1,965298632E1;-2,703518063E1;9,038475308E0;5,890000000E2;OUT;
1,968635302E1;-2,703518063E1;9,038475308E0;5,900000000E2;OUT;
1,971971972E1;-2,703518063E1;9,038475308E0;5,910000000E2;OUT;
1,975308642E1;-2,703518063E1;9,038475308E0;5,920000000E2;OUT;
1,978645312E1;-2,703518063E1;9,038475308E0;5,930000000E2;OUT;
1,981981982E1;-2,703518063E1;9,038475308E0;5,940000000E2;OUT;
1,985318652E1;-2,703518063E1;9,038475308E0;5,950000000E2;OUT;
1,988655322E1;-2,703518063E1;9,038475308E0;5,960000000E2;OUT;
1,991991992E1;-2,703518063E1;9,038475308E0;5,970000000E2;OUT;
1,995328662E1;-2,703518063E1;9,038475308E0;5,980000000E2;OUT;
1,998665332E1;-2,703518063E1;9,038475308E0;5,990000000E2;OUT;
2,002002002E1;-2,703518063E1;9,038475308E0;6,000000000E2;OUT;
2,005338672E1;-2,703518063E1;9,038475308E0;6,010000000E2;OUT;
2,008675342E1;-2,703518063E1;9,038475308E0;6,020000000E2;OUT;
2,012012012E1;-2,703518063E1;9,038475308E0;6,030000000E2;OUT;
2,015348682E1;-2,703518063E1;9,038475308E0;6,040000000E2;OUT;
2,018685352E1;-2,703518063E1;9,038475308E0;6,050000000E2;OUT;
2,022022022E1;-2,703518063E1;9,038475308E0;6,060000000E2;OUT;
2,025358692E1;-2,703518063E1;9,038475308E0;6,070000000E2;OUT;
2,028695362E1;-2,703518063E1;9,038475308E0;6,080000000E2;OUT;
2,032032032E1;-2,703518063E1;9,038475308E0;6,090000000E2;OUT;
2,035368702E1;-2,703518063E1;9,038475308E0;6,100000000E2;OUT;
2,038705372E1;-2,703518063E1;9,038475308E0;6,110000000E2;OUT;
2,042042042E1;-2,703518063E1;9,038475308E0;6,120000000E2;OUT;
2,045378712E1;-2,703518063E1;9,038475308E0;6,130000000E2;OUT;
2,048715382E1;-2,703518063E1;9,038475308E0;6,140000000E2;OUT;
2,052052052E1;-2,703518063E1;9,038475308E0;6,150000000E2;OUT;
2,055388722E1;-2,703518063E1;9,038475308E0;6,160000000E2;OUT;
2,058725392E1;-2,703518063E1;9,038475308E0;6,170000000E2;OUT;
2,062062062E1;-2,703518063E1;9,038475308E0;6,180000000E2;OUT;
2,065398732E1;-2,703518063E1;9,038475308E0;6,190000000E2;OUT;
2,068735402E1;-2,703518063E1;9,038475308E0;6,200000000E2;OUT;
2,072072072E1;-2,703518063E1;9,038475308E0;6,210000000E2;OUT;
2,075408742E1;-2,703518063E1;9,038475308E0;6,220000000E2;OUT;
2,078745412E1;-2,703518063E1;9,038475308E0;6,230000000E2;OUT;
2,082082082E1;-2,703518063E1;9,038475308E0;6,240000000E2;OUT;
2,085418752E1;-2,703518063E1;9,038475308E0;6,250000000E2;OUT;
2,088755422E1;-2,703518063E1;9,038475308E0;6,260000000E2;OUT;
2,092092092E1;-2,703518063E1;9,038475308E0;6,270000000E2;OUT;
2,095428762E1;-2,703518063E1;9,038475308E0;6,280000000E2;OUT;
2,098765432E1;-2,703518063E1;9,038475308E0;6,290000000E2;OUT;
2,102102102E1;-2,703518063E1;9,038475308E0;6,300000000E2;OUT;
2,105438772E1;-2,703518063E1;9,038475308E0;6,310000000E2;OUT;
2,108775442E1;-2,703518063E1;9,038475308E0;6,320000000E2;OUT;
2,112112112E1;-2,703518063E1;9,038475308E0;6,330000000E2;OUT;
2,115448782E1;-2,703518063E1;9,038475308E0;6,340000000E2;OUT;
2,118785452E1;-2,703518063E1;9,038475308E0;6,350000000E2;OUT;
2,122122122E1;-2,703518063E1;9,038475308E0;6,360000000E2;OUT;
2,125458792E1;-2,703518063E1;9,038475308E0;6,370000000E2;OUT;
2,128795462E1;-2,703518063E1;9,038475308E0;6,380000000E2;OUT;
2,132132132E1;-2,703518063E1;9,038475308E0;6,390000000E2;OUT;
2,135468802E1;-2,703518063E1;9,038475308E0;6,400000000E2;OUT;
2,138805472E1;-2,703518063E1;9,038475308E0;6,410000000E2;OUT;
2,142142142E1;-2,703518063E1;9,038475308E0;6,420000000E2;OUT;
2,145478812E1;-2,703518063E1;9,038475308E0;6,430000000E2;OUT;
2,148815482E1;-2,703518063E1;9,038475308E0;6,440000000E2;OUT;
2,152152152E1;-2,703518063E1;9,038475308E0;6,450000000E2;OUT;
2,155488822E1;-2,703518063E1;9,038475308E0;6,460000000E2;OUT;
2,158825492E1;-2,703518063E1;9,038475308E0;6,470000000E2;OUT;
2,162162162E1;-2,703518063E1;9,038475308E0;6,480000000E2;OUT;
2,165498832E1;-2,703518063E1;9,038475308E0;6,490000000E2;OUT;
2,168835502E1;-2,703518063E1;9,038475308E0;6,500000000E2;OUT;
2,172172172E1;-2,703518063E1;9,038475308E0;6,510000000E2;OUT;
2,175508842E1;-2,703518063E1;9,038475308E0;6,520000000E2;OUT;
2,178845512E1;-2,703518063E1;9,038475308E0;6,530000000E2;OUT;
2,182182182E1;-2,703518063E1;9,038475308E0;6,540000000E2;OUT;
2,185518852E1;-2,703518063E1;9,038475308E0;6,550000000E2;OUT;
2,188855522E1;-2,703518063E1;9,038475308E0;6,560000000E2;OUT;
2,192192192E1;-2,703518063E1;9,038475308E0;6,570000000E2;OUT;
2,195528862E1;-2,703518063E1;9,038475308E0;6,580000000E2;OUT;
2,198865532E1;-2,703518063E1;9,038475308E0;6,590000000E2;OUT;
2,202202202E1;-2,703518063E1;9,038475308E0;6,600000000E2;OUT;
2,205538872E1;-2,703518063E1;9,038475308E0;6,610000000E2;OUT;
2,208875542E1;-2,703518063E1;9,038475308E0;6,620000000E2;OUT;
2,212212212E1;-2,703518063E1;9,038475308E0;6,630000000E2;OUT;
2,215548882E1;-2,703518063E1;9,038475308E0;6,640000000E2;OUT;
2,218885552E1;-2,716277512E1;9,102272553E0;6,650000000E2;OUT;
2,222222222E1;-2,709897787E1;8,783286327E0;6,660000000E2;OUT;
2,225558892E1;-2,709897787E1;8,783286327E0;6,670000000E2;OUT;
2,228895562E1;-2,709897787E1;8,783286327E0;6,680000000E2;OUT;
2,232232232E1;-2,709897787E1;8,783286327E0;6,690000000E2;OUT;
2,235568902E1;-2,709897787E1;8,783286327E0;6,700000000E2;OUT;
2,238905572E1;-2,709897787E1;8,783286327E0;6,710000000E2;OUT;
2,242242242E1;-2,709897787E1;8,783286327E0;6,720000000E2;OUT;
2,245578912E1;-2,709897787E1;8,783286327E0;6,730000000E2;OUT;
2,248915582E1;-2,709897787E1;8,783286327E0;6,740000000E2;OUT;
2,252252252E1;-2,709897787E1;8,783286327E0;6,750000000E2;OUT;
2,255588922E1;-2,709897787E1;8,783286327E0;6,760000000E2;OUT;
2,258925592E1;-2,709897787E1;8,783286327E0;6,770000000E2;OUT;
2,262262262E1;-2,709897787E1;8,783286327E0;6,780000000E2;OUT;
2,265598932E1;-2,709897787E1;8,783286327E0;6,790000000E2;OUT;
2,268935602E1;-2,709897787E1;8,783286327E0;6,800000000E2;OUT;
2,272272272E1;-2,709897787E1;8,783286327E0;6,810000000E2;OUT;
2,275608942E1;-2,709897787E1;8,783286327E0;6,820000000E2;OUT;
2,278945612E1;-2,709897787E1;8,783286327E0;6,830000000E2;OUT;
2,282282282E1;-2,709897787E1;8,783286327E0;6,840000000E2;OUT;
2,285618952E1;-2,709897787E1;8,783286327E0;6,850000000E2;OUT;
2,288955622E1;-2,709897787E1;8,783286327E0;6,860000000E2;OUT;
2,292292292E1;-2,709897787E1;8,783286327E0;6,870000000E2;OUT;
2,295628962E1;-2,709897787E1;8,783286327E0;6,880000000E2;OUT;
2,298965632E1;-2,709897787E1;8,783286327E0;6,890000000E2;OUT;
2,302302302E1;-2,709897787E1;8,783286327E0;6,900000000E2;OUT;
2,305638972E1;-2,709897787E1;8,783286327E0;6,910000000E2;OUT;
2,308975642E1;-2,709897787E1;8,783286327E0;6,920000000E2;OUT;
2,312312312E1;-2,709897787E1;8,783286327E0;6,930000000E2;OUT;
2,315648982E1;-2,709897787E1;8,783286327E0;6,940000000E2;OUT;
2,318985652E1;-2,709897787E1;8,783286327E0;6,950000000E2;OUT;
2,322322322E1;-2,709897787E1;8,783286327E0;6,960000000E2;OUT;
2,325658992E1;-2,709897787E1;8,783286327E0;6,970000000E2;OUT;
2,328995662E1;-2,709897787E1;8,783286327E0;6,980000000E2;OUT;
2,332332332E1;-2,709897787E1;8,783286327E0;6,990000000E2;OUT;
2,335669002E1;-2,709897787E1;8,783286327E0;7,000000000E2;OUT;
2,339005672E1;-2,709897787E1;8,783286327E0;7,010000000E2;OUT;
2,342342342E1;-2,709897787E1;8,783286327E0;7,020000000E2;OUT;
2,345679012E1;-2,709897787E1;8,783286327E0;7,030000000E2;OUT;
2,349015682E1;-2,709897787E1;8,783286327E0;7,040000000E2;OUT;
2,352352352E1;-2,709897787E1;8,783286327E0;7,050000000E2;OUT;
2,355689022E1;-2,709897787E1;8,783286327E0;7,060000000E2;OUT;
2,359025692E1;-2,709897787E1;8,783286327E0;7,070000000E2;OUT;
2,362362362E1;-2,709897787E1;8,783286327E0;7,080000000E2;OUT;
2,365699032E1;-2,709897787E1;8,783286327E0;7,090000000E2;OUT;
2,369035702E1;-2,709897787E1;8,783286327E0;7,100000000E2;OUT;
2,372372372E1;-2,709897787E1;8,783286327E0;7,110000000E2;OUT;
2,375709042E1;-2,709897787E1;8,783286327E0;7,120000000E2;OUT;
2,379045712E1;-2,709897787E1;8,783286327E0;7,130000000E2;OUT;
2,382382382E1;-2,709897787E1;8,783286327E0;7,140000000E2;OUT;
2,385719052E1;-2,709897787E1;8,783286327E0;7,150000000E2;OUT;
2,389055722E1;-2,709897787E1;8,783286327E0;7,160000000E2;OUT;
2,392392392E1;-2,709897787E1;8,783286327E0;7,170000000E2;OUT;
2,395729062E1;-2,709897787E1;8,783286327E0;7,180000000E2;OUT;
2,399065732E1;-2,709897787E1;8,783286327E0;7,190000000E2;OUT;
2,402402402E1;-2,709897787E1;8,783286327E0;7,200000000E2;OUT;
2,405739072E1;-2,709897787E1;8,783286327E0;7,210000000E2;OUT;
2,409075742E1;-2,709897787E1;8,783286327E0;7,220000000E2;OUT;
2,412412412E1;-2,709897787E1;8,783286327E0;7,230000000E2;OUT;
2,415749082E1;-2,709897787E1;8,783286327E0;7,240000000E2;OUT;
2,419085752E1;-2,709897787E1;8,783286327E0;7,250000000E2;OUT;
2,422422422E1;-2,709897787E1;8,783286327E0;7,260000000E2;OUT;
2,425759092E1;-2,709897787E1;8,783286327E0;7,270000000E2;OUT;
2,429095762E1;-2,709897787E1;8,783286327E0;7,280000000E2;OUT;
2,432432432E1;-2,709897787E1;8,783286327E0;7,290000000E2;OUT;
2,435769102E1;-2,709897787E1;8,783286327E0;7,300000000E2;OUT;
2,439105772E1;-2,709897787E1;8,783286327E0;7,310000000E2;OUT;
2,442442442E1;-2,709897787E1;8,783286327E0;7,320000000E2;OUT;
2,445779112E1;-2,709897787E1;8,783286327E0;7,330000000E2;OUT;
2,449115782E1;-2,709897787E1;8,783286327E0;7,340000000E2;OUT;
2,452452452E1;-2,709897787E1;8,783286327E0;7,350000000E2;OUT;
2,455789122E1;-2,709897787E1;8,783286327E0;7,360000000E2;OUT;
2,459125792E1;-2,709897787E1;8,783286327E0;7,370000000E2;OUT;
2,462462462E1;-2,709897787E1;8,783286327E0;7,380000000E2;OUT;
2,465799132E1;-2,709897787E1;8,783286327E0;7,390000000E2;OUT;
2,469135802E1;-2,709897787E1;8,783286327E0;7,400000000E2;OUT;
2,472472472E1;-2,709897787E1;8,783286327E0;7,410000000E2;OUT;
2,475809142E1;-2,709897787E1;8,783286327E0;7,420000000E2;OUT;
2,479145812E1;-2,709897787E1;8,783286327E0;7,430000000E2;OUT;
2,482482482E1;-2,709897787E1;8,783286327E0;7,440000000E2;OUT;
2,485819152E1;-2,709897787E1;8,783286327E0;7,450000000E2;OUT;
2,489155822E1;-2,709897787E1;8,783286327E0;7,460000000E2;OUT;
2,492492492E1;-2,709897787E1;8,783286327E0;7,470000000E2;OUT;
2,495829162E1;-2,709897787E1;8,783286327E0;7,480000000E2;OUT;
2,499165832E1;-2,709897787E1;8,783286327E0;7,490000000E2;OUT;
2,502502503E1;-2,709897787E1;8,783286327E0;7,500000000E2;OUT;
2,505839173E1;-2,709897787E1;8,783286327E0;7,510000000E2;OUT;
2,509175843E1;-2,709897787E1;8,783286327E0;7,520000000E2;OUT;
2,512512513E1;-2,709897787E1;8,783286327E0;7,530000000E2;OUT;
2,515849183E1;-2,709897787E1;8,783286327E0;7,540000000E2;OUT;
2,519185853E1;-2,709897787E1;8,783286327E0;7,550000000E2;OUT;
2,522522523E1;-2,709897787E1;8,783286327E0;7,560000000E2;OUT;
2,525859193E1;-2,709897787E1;8,783286327E0;7,570000000E2;OUT;
2,529195863E1;-2,709897787E1;8,783286327E0;7,580000000E2;OUT;
2,532532533E1;-2,709897787E1;8,783286327E0;7,590000000E2;OUT;
2,535869203E1;-2,709897787E1;8,783286327E0;7,600000000E2;OUT;
2,539205873E1;-2,709897787E1;8,783286327E0;7,610000000E2;OUT;
2,542542543E1;-2,709897787E1;8,783286327E0;7,620000000E2;OUT;
2,545879213E1;-2,709897787E1;8,783286327E0;7,630000000E2;OUT;
2,549215883E1;-2,709897787E1;8,783286327E0;7,640000000E2;OUT;
2,552552553E1;-2,709897787E1;8,783286327E0;7,650000000E2;OUT;
2,555889223E1;5,310022660E0;1,706582323E-1;7,660000000E2;OUT;
2,559225893E1;5,054833680E0;2,344554775E-1;7,670000000E2;OUT;
2,562562563E1;5,054833680E0;2,982527226E-1;7,680000000E2;OUT;
2,565899233E1;5,054833680E0;2,982527226E-1;7,690000000E2;OUT;
2,569235903E1;4,991036435E0;2,982527226E-1;7,700000000E2;OUT;
2,572572573E1;4,991036435E0;2,982527226E-1;7,710000000E2;OUT;
2,575909243E1;4,991036435E0;2,982527226E-1;7,720000000E2;OUT;
2,579245913E1;4,991036435E0;2,982527226E-1;7,730000000E2;OUT;
2,582582583E1;4,991036435E0;2,982527226E-1;7,740000000E2;OUT;
2,585919253E1;4,991036435E0;2,982527226E-1;7,750000000E2;OUT;
2,589255923E1;4,991036435E0;2,982527226E-1;7,760000000E2;OUT;
2,592592593E1;4,991036435E0;2,982527226E-1;7,770000000E2;OUT;
2,595929263E1;4,991036435E0;2,982527226E-1;7,780000000E2;OUT;
2,599265933E1;4,991036435E0;2,982527226E-1;7,790000000E2;OUT;
2,602602603E1;4,991036435E0;2,982527226E-1;7,800000000E2;OUT;
2,605939273E1;4,991036435E0;2,982527226E-1;7,810000000E2;OUT;
2,609275943E1;4,991036435E0;2,982527226E-1;7,820000000E2;OUT;
2,612612613E1;4,991036435E0;2,982527226E-1;7,830000000E2;OUT;
2,615949283E1;5,054833680E0;-2,073350311E-2;7,840000000E2;OUT;
2,619285953E1;5,054833680E0;4,306374204E-2;7,850000000E2;OUT;
2,622622623E1;5,054833680E0;4,306374204E-2;7,860000000E2;OUT;
2,625959293E1;5,054833680E0;4,306374204E-2;7,870000000E2;OUT;
2,629295963E1;5,054833680E0;4,306374204E-2;7,880000000E2;OUT;
2,632632633E1;5,054833680E0;4,306374204E-2;7,890000000E2;OUT;
2,635969303E1;5,054833680E0;4,306374204E-2;7,900000000E2;OUT;
2,639305973E1;5,054833680E0;4,306374204E-2;7,910000000E2;OUT;
2,642642643E1;5,054833680E0;4,306374204E-2;7,920000000E2;OUT;
2,645979313E1;6,139386847E0;4,896444581E-1;7,930000000E2;OUT;
2,649315983E1;7,670520731E0;5,534417032E-1;7,940000000E2;OUT;
2,652652653E1;2,821930100E0;-2,253637083E0;7,950000000E2;OUT;
2,655989323E1;-7,507156286E-1;-3,274393006E0;7,960000000E2;OUT;
2,659325993E1;-4,317294028E-1;-3,657176476E0;7,970000000E2;OUT;
2,662662663E1;1,485131319E-2;-1,934650858E0;7,980000000E2;OUT;
2,665999333E1;-4,894593196E-2;-1,743259122E0;7,990000000E2;OUT;
2,669336003E1;-4,894593196E-2;-1,232881161E0;8,000000000E2;OUT;
2,672672673E1;-3,041349125E-1;-2,759224837E-1;8,010000000E2;OUT;
2,676009343E1;-3,041349125E-1;4,258472129E-1;8,020000000E2;OUT;
2,679346013E1;-3,041349125E-1;4,258472129E-1;8,030000000E2;OUT;
2,682682683E1;-3,041349125E-1;4,258472129E-1;8,040000000E2;OUT;
2,686019353E1;-3,041349125E-1;4,258472129E-1;8,050000000E2;OUT;
