t;x;y;frame;Feeder;Commets
0,000000000E0;-9,759206317E0;9,430411014E-1;0,000000000E0;A;
3,336670003E-2;-9,788588783E0;1,001806034E0;1,000000000E0;A;
6,673340007E-2;-9,862044948E0;1,119335898E0;2,000000000E0;A;
1,001001001E-1;-9,862044948E0;1,163409597E0;3,000000000E0;A;
1,334668001E-1;-9,773897550E0;1,104644665E0;4,000000000E0;A;
1,668335002E-1;-9,744515084E0;1,060570966E0;5,000000000E0;A;
2,002002002E-1;-9,715132618E0;9,136586354E-1;6,000000000E0;A;
2,335669002E-1;-9,759206317E0;8,255112371E-1;7,000000000E0;A;
2,669336003E-1;-9,847353715E0;7,520550719E-1;8,000000000E0;A;
3,003003003E-1;-9,847353715E0;7,667463049E-1;9,000000000E0;A;
3,336670003E-1;-9,862044948E0;7,520550719E-1;1,000000000E1;A;
3,670337004E-1;-9,759206317E0;7,814375380E-1;1,100000000E1;A;
4,004004004E-1;-9,817971249E0;7,520550719E-1;1,200000000E1;A;
4,337671004E-1;-9,759206317E0;7,961287710E-1;1,300000000E1;A;
4,671338005E-1;-9,803280016E0;7,667463049E-1;1,400000000E1;A;
5,005005005E-1;-9,803280016E0;7,226726058E-1;1,500000000E1;A;
5,338672005E-1;-9,656367686E0;8,989674023E-1;1,600000000E1;A;
5,672339006E-1;-9,494764122E0;9,136586354E-1;1,700000000E1;A;
6,006006006E-1;-9,538837821E0;8,695849362E-1;1,800000000E1;A;
6,339673006E-1;-9,538837821E0;8,695849362E-1;1,900000000E1;A;
6,673340007E-1;-9,568220288E0;8,989674023E-1;2,000000000E1;A;
7,007007007E-1;-9,568220288E0;8,989674023E-1;2,100000000E1;A;
7,340674007E-1;-9,524146588E0;8,402024701E-1;2,200000000E1;A;
7,674341008E-1;-9,568220288E0;8,402024701E-1;2,300000000E1;A;
8,008008008E-1;-9,626985220E0;9,136586354E-1;2,400000000E1;A;
8,341675008E-1;-9,362543025E0;8,402024701E-1;2,500000000E1;A;
8,675342009E-1;-9,465381656E0;7,961287710E-1;2,600000000E1;A;
