t;x;y;frame;Feeder;Commets
0,000000000E0;2,503061977E1;1,685423991E0;0,000000000E0;OUT;
3,336670003E-2;2,492381534E1;1,632021775E0;1,000000000E0;OUT;
6,673340007E-2;2,492381534E1;1,632021775E0;2,000000000E0;OUT;
1,001001001E-1;2,492381534E1;1,632021775E0;3,000000000E0;OUT;
1,334668001E-1;2,492381534E1;1,632021775E0;4,000000000E0;OUT;
1,668335002E-1;2,454999983E1;1,471815128E0;5,000000000E0;OUT;
2,002002002E-1;2,454999983E1;1,471815128E0;6,000000000E0;OUT;
2,335669002E-1;2,454999983E1;1,471815128E0;7,000000000E0;OUT;
2,669336003E-1;2,454999983E1;1,471815128E0;8,000000000E0;OUT;
3,003003003E-1;2,454999983E1;1,471815128E0;9,000000000E0;OUT;
3,336670003E-1;2,454999983E1;1,471815128E0;1,000000000E1;OUT;
3,670337004E-1;2,454999983E1;1,471815128E0;1,100000000E1;OUT;
4,004004004E-1;2,444319540E1;1,632021775E0;1,200000000E1;OUT;
4,337671004E-1;2,444319540E1;1,632021775E0;1,300000000E1;OUT;
4,671338005E-1;2,444319540E1;1,632021775E0;1,400000000E1;OUT;
5,005005005E-1;2,444319540E1;1,632021775E0;1,500000000E1;OUT;
5,338672005E-1;2,444319540E1;1,632021775E0;1,600000000E1;OUT;
5,672339006E-1;2,444319540E1;1,632021775E0;1,700000000E1;OUT;
6,006006006E-1;2,444319540E1;1,632021775E0;1,800000000E1;OUT;
6,339673006E-1;2,214690013E1;2,539859442E0;1,900000000E1;OUT;
6,673340007E-1;2,177308462E1;2,219446148E0;2,000000000E1;OUT;
7,007007007E-1;2,134586689E1;2,379652795E0;2,100000000E1;OUT;
7,340674007E-1;2,113225803E1;2,059239501E0;2,200000000E1;OUT;
7,674341008E-1;2,113225803E1;2,059239501E0;2,300000000E1;OUT;
8,008008008E-1;2,091864917E1;1,845630638E0;2,400000000E1;C;
8,341675008E-1;2,091864917E1;1,845630638E0;2,500000000E1;C;
8,675342009E-1;2,091864917E1;1,845630638E0;2,600000000E1;C;
9,009009009E-1;2,086524695E1;1,845630638E0;2,700000000E1;C;
9,342676009E-1;2,086524695E1;1,845630638E0;2,800000000E1;C;
9,676343010E-1;2,075844252E1;1,845630638E0;2,900000000E1;C;
1,001001001E0;2,001081150E1;2,219446148E0;3,000000000E1;C;
1,034367701E0;1,947678934E1;1,845630638E0;3,100000000E1;C;
1,067734401E0;1,947678934E1;1,845630638E0;3,200000000E1;C;
1,101101101E0;1,942338713E1;1,525217344E0;3,300000000E1;C;
1,134467801E0;1,942338713E1;1,525217344E0;3,400000000E1;C;
1,167834501E0;1,936998491E1;1,418412913E0;3,500000000E1;C;
1,201201201E0;1,867575611E1;2,700066089E0;3,600000000E1;C;
1,234567901E0;1,894276719E1;2,379652795E0;3,700000000E1;C;
1,267934601E0;1,894276719E1;2,379652795E0;3,800000000E1;C;
1,301301301E0;1,894276719E1;1,845630638E0;3,900000000E1;C;
1,334668001E0;1,894276719E1;1,845630638E0;4,000000000E1;C;
1,368034701E0;1,894276719E1;1,845630638E0;4,100000000E1;C;
1,401401401E0;1,899616940E1;1,738826207E0;4,200000000E1;C;
1,434768101E0;1,899616940E1;1,738826207E0;4,300000000E1;C;
1,468134801E0;1,899616940E1;1,738826207E0;4,400000000E1;C;
1,501501502E0;1,899616940E1;1,738826207E0;4,500000000E1;C;
1,534868202E0;1,899616940E1;1,738826207E0;4,600000000E1;C;
1,568234902E0;1,899616940E1;1,738826207E0;4,700000000E1;C;
1,601601602E0;1,899616940E1;1,899032854E0;4,800000000E1;C;
1,634968302E0;1,899616940E1;1,899032854E0;4,900000000E1;C;
1,668335002E0;1,899616940E1;1,899032854E0;5,000000000E1;C;
1,701701702E0;1,856895168E1;2,913674951E0;5,100000000E1;C;
1,735068402E0;1,862235389E1;3,073881598E0;5,200000000E1;C;
1,768435102E0;1,883596276E1;3,874914833E0;5,300000000E1;C;
1,801801802E0;1,910297384E1;5,103165794E0;5,400000000E1;OUT;
1,835168502E0;1,920977827E1;6,117807891E0;5,500000000E1;OUT;
1,868535202E0;1,920977827E1;6,278014538E0;5,600000000E1;OUT;
1,901901902E0;1,958359378E1;7,506265499E0;5,700000000E1;OUT;
1,935268602E0;1,958359378E1;7,613069930E0;5,800000000E1;OUT;
1,968635302E0;1,958359378E1;7,613069930E0;5,900000000E1;OUT;
2,002002002E0;1,969039821E1;7,185852205E0;6,000000000E1;OUT;
2,035368702E0;1,969039821E1;7,132449989E0;6,100000000E1;OUT;
2,068735402E0;1,969039821E1;7,132449989E0;6,200000000E1;OUT;
2,102102102E0;1,969039821E1;7,132449989E0;6,300000000E1;OUT;
2,135468802E0;1,969039821E1;7,132449989E0;6,400000000E1;OUT;
2,168835502E0;1,963699599E1;6,972243342E0;6,500000000E1;OUT;
2,202202202E0;1,963699599E1;6,972243342E0;6,600000000E1;OUT;
2,235568902E0;1,963699599E1;6,972243342E0;6,700000000E1;OUT;
2,268935602E0;2,118566025E1;6,598427832E0;6,800000000E1;OUT;
2,302302302E0;2,257411785E1;6,491623401E0;6,900000000E1;OUT;
2,335669002E0;2,257411785E1;6,491623401E0;7,000000000E1;OUT;
2,369035702E0;2,353535774E1;6,064405676E0;7,100000000E1;OUT;
2,402402402E0;2,358875995E1;6,064405676E0;7,200000000E1;OUT;
2,435769102E0;2,417618432E1;6,224612323E0;7,300000000E1;OUT;
2,469135802E0;2,417618432E1;6,224612323E0;7,400000000E1;OUT;
2,502502503E0;2,417618432E1;6,224612323E0;7,500000000E1;OUT;
2,535869203E0;2,417618432E1;6,224612323E0;7,600000000E1;OUT;
2,569235903E0;2,417618432E1;6,224612323E0;7,700000000E1;OUT;
2,602602603E0;2,417618432E1;6,224612323E0;7,800000000E1;OUT;
2,635969303E0;2,417618432E1;6,224612323E0;7,900000000E1;OUT;
2,669336003E0;2,353535774E1;7,986885440E0;8,000000000E1;OUT;
2,702702703E0;2,262752007E1;9,321940831E0;8,100000000E1;OUT;
2,736069403E0;2,171968240E1;1,103081173E1;8,200000000E1;OUT;
2,769436103E0;2,129246468E1;1,151143167E1;8,300000000E1;OUT;
2,802802803E0;2,129246468E1;1,151143167E1;8,400000000E1;OUT;
2,836169503E0;2,129246468E1;1,151143167E1;8,500000000E1;OUT;
2,869536203E0;2,123906246E1;1,103081173E1;8,600000000E1;OUT;
2,902902903E0;2,123906246E1;1,103081173E1;8,700000000E1;OUT;
2,936269603E0;2,123906246E1;1,103081173E1;8,800000000E1;OUT;
2,969636303E0;2,123906246E1;1,103081173E1;8,900000000E1;OUT;
3,003003003E0;2,123906246E1;1,103081173E1;9,000000000E1;OUT;
3,036369703E0;2,123906246E1;1,103081173E1;9,100000000E1;OUT;
3,069736403E0;2,123906246E1;1,103081173E1;9,200000000E1;OUT;
3,103103103E0;2,123906246E1;1,103081173E1;9,300000000E1;OUT;
3,136469803E0;2,123906246E1;1,103081173E1;9,400000000E1;OUT;
3,169836503E0;2,123906246E1;1,103081173E1;9,500000000E1;OUT;
3,203203203E0;2,123906246E1;1,103081173E1;9,600000000E1;OUT;
3,236569903E0;2,123906246E1;1,103081173E1;9,700000000E1;OUT;
