t;x;y;frame;Feeder;Commets
0,000000000E0;1,794342214E1;1,611620736E0;0,000000000E0;C;
3,336670003E-2;1,798767616E1;1,611620736E0;1,000000000E0;C;
6,673340007E-2;1,803193019E1;1,582118052E0;2,000000000E0;C;
1,001001001E-1;1,801717885E1;1,567366709E0;3,000000000E0;C;
1,334668001E-1;1,792867079E1;1,508361340E0;4,000000000E0;C;
1,668335002E-1;1,783363910E1;1,406237987E0;5,000000000E0;C;
2,002002002E-1;1,783363910E1;1,406237987E0;6,000000000E0;C;
2,335669002E-1;1,782434421E1;1,508481830E0;7,000000000E0;C;
2,669336003E-1;1,782434421E1;1,517776724E0;8,000000000E0;C;
3,003003003E-1;1,782434421E1;1,517776724E0;9,000000000E0;C;
3,336670003E-1;1,784293399E1;1,489892040E0;1,000000000E1;C;
3,670337004E-1;1,784293399E1;1,489892040E0;1,100000000E1;C;
4,004004004E-1;1,788940847E1;1,554956303E0;1,200000000E1;C;
4,337671004E-1;1,788011357E1;1,564251198E0;1,300000000E1;C;
4,671338005E-1;1,784293399E1;1,517776724E0;1,400000000E1;C;
5,005005005E-1;1,780575442E1;1,489892040E0;1,500000000E1;C;
5,338672005E-1;1,783363910E1;1,527071619E0;1,600000000E1;C;
5,672339006E-1;1,783363910E1;1,527071619E0;1,700000000E1;C;
6,006006006E-1;1,781504931E1;1,415532882E0;1,800000000E1;C;
6,339673006E-1;1,781504931E1;1,415532882E0;1,900000000E1;C;
6,673340007E-1;1,783363910E1;1,489892040E0;2,000000000E1;C;
7,007007007E-1;1,787081868E1;1,564251198E0;2,100000000E1;C;
7,340674007E-1;1,787081868E1;1,508481830E0;2,200000000E1;C;
7,674341008E-1;1,785222889E1;1,462007356E0;2,300000000E1;C;
8,008008008E-1;1,785222889E1;1,462007356E0;2,400000000E1;C;
8,341675008E-1;1,784293399E1;1,499186935E0;2,500000000E1;C;
8,675342009E-1;1,784293399E1;1,499186935E0;2,600000000E1;C;
9,009009009E-1;1,784293399E1;1,499186935E0;2,700000000E1;C;
9,342676009E-1;1,786152378E1;1,480597145E0;2,800000000E1;C;
9,676343010E-1;1,786152378E1;1,499186935E0;2,900000000E1;C;
1,001001001E0;1,786152378E1;1,499186935E0;3,000000000E1;C;
1,034367701E0;1,780575442E1;1,378353303E0;3,100000000E1;C;
1,067734401E0;1,780575442E1;1,378353303E0;3,200000000E1;C;
1,101101101E0;1,779645952E1;1,341173724E0;3,300000000E1;C;
1,134467801E0;1,772210036E1;1,396943092E0;3,400000000E1;C;
1,167834501E0;1,768492078E1;1,369058408E0;3,500000000E1;C;
1,201201201E0;1,767562589E1;1,359763513E0;3,600000000E1;C;
1,234567901E0;1,767562589E1;1,387648197E0;3,700000000E1;C;
1,267934601E0;1,768492078E1;1,387648197E0;3,800000000E1;C;
1,301301301E0;1,770351057E1;1,434122671E0;3,900000000E1;C;
1,334668001E0;1,774998505E1;1,406237987E0;4,000000000E1;C;
1,368034701E0;1,777786973E1;1,424827777E0;4,100000000E1;C;
1,401401401E0;1,776857484E1;1,424827777E0;4,200000000E1;C;
1,434768101E0;1,774998505E1;1,396943092E0;4,300000000E1;C;
1,468134801E0;1,772210036E1;1,369058408E0;4,400000000E1;C;
1,501501502E0;1,772210036E1;1,443417566E0;4,500000000E1;C;
1,534868202E0;1,771280547E1;1,452712461E0;4,600000000E1;C;
1,568234902E0;1,771280547E1;1,471302250E0;4,700000000E1;C;
1,601601602E0;1,774998505E1;1,480597145E0;4,800000000E1;C;
1,634968302E0;1,778716463E1;1,489892040E0;4,900000000E1;C;
1,668335002E0;1,778716463E1;1,489892040E0;5,000000000E1;C;
1,701701702E0;1,775927994E1;1,545661409E0;5,100000000E1;C;
1,735068402E0;1,774998505E1;1,564251198E0;5,200000000E1;C;
1,768435102E0;1,774998505E1;1,564251198E0;5,300000000E1;C;
1,801801802E0;1,774998505E1;1,564251198E0;5,400000000E1;C;
1,835168502E0;1,775927994E1;1,573546093E0;5,500000000E1;C;
1,868535202E0;1,777786973E1;1,573546093E0;5,600000000E1;C;
1,901901902E0;1,777786973E1;1,536366514E0;5,700000000E1;C;
1,935268602E0;1,777786973E1;1,415532882E0;5,800000000E1;C;
1,968635302E0;1,776857484E1;1,396943092E0;5,900000000E1;C;
2,002002002E0;1,773139526E1;1,369058408E0;6,000000000E1;C;
2,035368702E0;1,773139526E1;1,303994145E0;6,100000000E1;C;
2,068735402E0;1,750613977E1;1,306954400E0;6,200000000E1;C;
2,102102102E0;1,763758738E1;1,359533442E0;6,300000000E1;C;
2,135468802E0;1,763758738E1;1,359533442E0;6,400000000E1;C;
2,168835502E0;1,763758738E1;1,412112483E0;6,500000000E1;C;
2,202202202E0;1,763758738E1;1,530415327E0;6,600000000E1;C;
2,235568902E0;1,765073214E1;1,451546765E0;6,700000000E1;C;
2,268935602E0;1,765073214E1;1,425257244E0;6,800000000E1;C;
2,302302302E0;1,765073214E1;1,425257244E0;6,900000000E1;C;
2,335669002E0;1,765073214E1;1,412112483E0;7,000000000E1;C;
2,369035702E0;1,786104830E1;2,187653349E0;7,100000000E1;C;
2,402402402E0;1,821595683E1;2,634575204E0;7,200000000E1;OUT;
2,435769102E0;1,861029965E1;3,147220860E0;7,300000000E1;OUT;
2,469135802E0;1,862900372E1;3,544196652E0;7,400000000E1;OUT;
2,502502503E0;1,879631792E1;3,544196652E0;7,500000000E1;OUT;
2,535869203E0;1,892645120E1;3,730101326E0;7,600000000E1;OUT;
2,569235903E0;1,898222260E1;3,618558522E0;7,700000000E1;OUT;
2,602602603E0;1,890786073E1;3,730101326E0;7,800000000E1;OUT;
2,635969303E0;1,885309366E1;3,747198740E0;7,900000000E1;OUT;
2,669336003E0;1,888822365E1;3,700358756E0;8,000000000E1;OUT;
2,702702703E0;1,888822365E1;3,676938764E0;8,100000000E1;OUT;
2,736069403E0;1,888822365E1;3,676938764E0;8,200000000E1;OUT;
2,769436103E0;1,886480366E1;3,676938764E0;8,300000000E1;OUT;
2,802802803E0;1,880625368E1;3,653518772E0;8,400000000E1;OUT;
2,836169503E0;1,880625368E1;3,665228768E0;8,500000000E1;OUT;
2,869536203E0;1,881796367E1;3,618388784E0;8,600000000E1;OUT;
2,902902903E0;1,880625368E1;3,594968792E0;8,700000000E1;OUT;
2,936269603E0;1,878283369E1;3,571548799E0;8,800000000E1;OUT;
2,969636303E0;1,878283369E1;3,548128807E0;8,900000000E1;OUT;
3,003003003E0;1,878283369E1;3,536418811E0;9,000000000E1;OUT;
3,036369703E0;1,875941369E1;3,489578827E0;9,100000000E1;OUT;
3,069736403E0;1,875941369E1;3,489578827E0;9,200000000E1;OUT;
3,103103103E0;1,875941369E1;3,442738843E0;9,300000000E1;OUT;
3,136469803E0;1,874770370E1;3,407608855E0;9,400000000E1;OUT;
3,169836503E0;1,880625368E1;3,185118929E0;9,500000000E1;OUT;
3,203203203E0;1,866573373E1;2,459099173E0;9,600000000E1;OUT;
3,236569903E0;1,840811381E1;2,248319244E0;9,700000000E1;OUT;
3,269936603E0;1,832614384E1;2,178059268E0;9,800000000E1;OUT;
3,303303303E0;1,819733388E1;2,119509288E0;9,900000000E1;OUT;
3,336670003E0;1,800997395E1;2,060959307E0;1,000000000E2;OUT;
