t;x;y;frame;Feeder;Commets
0,000000000E0;-9,311592920E0;1,870040324E0;0,000000000E0;A;
3,336670003E-2;-9,311592920E0;1,870040324E0;1,000000000E0;A;
6,673340007E-2;-9,168816491E0;1,727263896E0;2,000000000E0;A;
1,001001001E-1;-9,406777205E0;1,679671753E0;3,000000000E0;A;
1,334668001E-1;-9,406777205E0;1,679671753E0;4,000000000E0;A;
1,668335002E-1;-9,406777205E0;1,679671753E0;5,000000000E0;A;
2,002002002E-1;-9,406777205E0;1,679671753E0;6,000000000E0;A;
2,335669002E-1;-9,406777205E0;1,679671753E0;7,000000000E0;A;
2,669336003E-1;-9,406777205E0;1,679671753E0;8,000000000E0;A;
3,003003003E-1;-9,406777205E0;1,679671753E0;9,000000000E0;A;
3,336670003E-1;-9,406777205E0;1,679671753E0;1,000000000E1;A;
3,670337004E-1;-9,406777205E0;1,679671753E0;1,100000000E1;A;
4,004004004E-1;-9,406777205E0;1,679671753E0;1,200000000E1;A;
4,337671004E-1;-9,406777205E0;1,679671753E0;1,300000000E1;A;
4,671338005E-1;-9,406777205E0;1,679671753E0;1,400000000E1;A;
5,005005005E-1;-9,406777205E0;1,679671753E0;1,500000000E1;A;
5,338672005E-1;-9,406777205E0;1,679671753E0;1,600000000E1;A;
5,672339006E-1;-9,406777205E0;1,679671753E0;1,700000000E1;A;
6,006006006E-1;-9,406777205E0;1,679671753E0;1,800000000E1;A;
6,339673006E-1;-9,406777205E0;1,679671753E0;1,900000000E1;A;
6,673340007E-1;-9,406777205E0;1,679671753E0;2,000000000E1;A;
7,007007007E-1;-9,406777205E0;1,679671753E0;2,100000000E1;A;
7,340674007E-1;-9,406777205E0;1,679671753E0;2,200000000E1;A;
7,674341008E-1;-9,406777205E0;1,679671753E0;2,300000000E1;A;
8,008008008E-1;-9,406777205E0;1,679671753E0;2,400000000E1;A;
8,341675008E-1;-9,597145776E0;1,441711039E0;2,500000000E1;A;
8,675342009E-1;-9,597145776E0;1,441711039E0;2,600000000E1;A;
9,009009009E-1;-9,597145776E0;1,441711039E0;2,700000000E1;A;
9,342676009E-1;-9,597145776E0;1,441711039E0;2,800000000E1;A;
9,676343010E-1;-9,597145776E0;1,441711039E0;2,900000000E1;A;
1,001001001E0;-9,549553634E0;1,632079610E0;3,000000000E1;A;
1,034367701E0;-9,549553634E0;1,632079610E0;3,100000000E1;A;
1,067734401E0;-9,549553634E0;1,632079610E0;3,200000000E1;A;
1,101101101E0;-9,549553634E0;1,632079610E0;3,300000000E1;A;
1,134467801E0;-9,549553634E0;1,489303182E0;3,400000000E1;A;
1,167834501E0;-9,549553634E0;1,489303182E0;3,500000000E1;A;
1,201201201E0;-9,549553634E0;1,489303182E0;3,600000000E1;A;
1,234567901E0;-9,549553634E0;1,489303182E0;3,700000000E1;A;
1,267934601E0;-9,549553634E0;1,489303182E0;3,800000000E1;A;
1,301301301E0;-9,549553634E0;1,489303182E0;3,900000000E1;A;
1,334668001E0;-9,549553634E0;1,489303182E0;4,000000000E1;A;
1,368034701E0;-9,549553634E0;1,489303182E0;4,100000000E1;A;
1,401401401E0;-9,549553634E0;1,489303182E0;4,200000000E1;A;
1,434768101E0;-9,454369348E0;1,489303182E0;4,300000000E1;A;
1,468134801E0;-9,549553634E0;1,394118896E0;4,400000000E1;A;
1,501501502E0;-9,549553634E0;1,394118896E0;4,500000000E1;A;
1,534868202E0;-9,549553634E0;1,394118896E0;4,600000000E1;A;
1,568234902E0;-9,549553634E0;1,394118896E0;4,700000000E1;A;
1,601601602E0;-9,549553634E0;1,394118896E0;4,800000000E1;A;
1,634968302E0;-9,549553634E0;1,394118896E0;4,900000000E1;A;
1,668335002E0;-9,549553634E0;1,394118896E0;5,000000000E1;A;
1,701701702E0;-9,549553634E0;1,394118896E0;5,100000000E1;A;
1,735068402E0;-9,549553634E0;1,394118896E0;5,200000000E1;A;
1,768435102E0;-9,549553634E0;1,394118896E0;5,300000000E1;A;
1,801801802E0;-9,549553634E0;1,394118896E0;5,400000000E1;A;
1,835168502E0;-7,979012922E0;-1,288296731E-1;5,500000000E1;OUT;
1,868535202E0;-7,693460065E0;-2,716061014E-1;5,600000000E1;OUT;
1,901901902E0;-7,693460065E0;-2,716061014E-1;5,700000000E1;OUT;
1,935268602E0;-7,693460065E0;-2,716061014E-1;5,800000000E1;OUT;
1,968635302E0;-7,693460065E0;-2,716061014E-1;5,900000000E1;OUT;
2,002002002E0;-7,360315065E0;3,946838976E-1;6,000000000E1;OUT;
2,035368702E0;-7,360315065E0;3,946838976E-1;6,100000000E1;OUT;
2,068735402E0;-7,360315065E0;3,946838976E-1;6,200000000E1;OUT;
2,102102102E0;-7,360315065E0;3,946838976E-1;6,300000000E1;OUT;
2,135468802E0;-7,550683636E0;3,946838976E-1;6,400000000E1;OUT;
2,168835502E0;-7,550683636E0;3,946838976E-1;6,500000000E1;OUT;
2,202202202E0;-7,645867922E0;2,994996120E-1;6,600000000E1;OUT;
2,235568902E0;-7,645867922E0;2,994996120E-1;6,700000000E1;OUT;
2,268935602E0;-7,645867922E0;2,994996120E-1;6,800000000E1;OUT;
