t;x;y;frame;Feeder;Comments
0,000000000E0;1,890302941E0;1,078854600E0;0,000000000E0;B;
3,336670003E-2;1,890302941E0;9,859314355E-1;1,000000000E0;B;
6,673340007E-2;1,890302941E0;8,930082709E-1;2,000000000E0;B;
1,001001001E-1;1,815964409E0;9,487621697E-1;3,000000000E0;B;
1,334668001E-1;1,741625877E0;9,301775367E-1;4,000000000E0;B;
1,668335002E-1;1,685871978E0;8,000851062E-1;5,000000000E0;B;
2,002002002E-1;1,741625877E0;8,372543721E-1;6,000000000E0;B;
2,335669002E-1;1,741625877E0;8,372543721E-1;7,000000000E0;B;
2,669336003E-1;1,741625877E0;6,514080428E-1;8,000000000E0;B;
3,003003003E-1;1,741625877E0;6,885773087E-1;9,000000000E0;B;
3,336670003E-1;1,760210510E0;6,142387769E-1;1,000000000E1;B;
3,670337004E-1;1,741625877E0;5,027309794E-1;1,100000000E1;B;
4,004004004E-1;1,741625877E0;5,027309794E-1;1,200000000E1;B;
4,337671004E-1;1,741625877E0;5,027309794E-1;1,300000000E1;B;
4,671338005E-1;1,741625877E0;5,027309794E-1;1,400000000E1;B;
5,005005005E-1;1,815964409E0;5,399002452E-1;1,500000000E1;B;
5,338672005E-1;1,741625877E0;5,399002452E-1;1,600000000E1;B;
5,672339006E-1;1,741625877E0;5,399002452E-1;1,700000000E1;B;
6,006006006E-1;1,704456611E0;6,142387769E-1;1,800000000E1;B;
6,339673006E-1;1,704456611E0;6,142387769E-1;1,900000000E1;B;
6,673340007E-1;1,704456611E0;6,142387769E-1;2,000000000E1;B;
7,007007007E-1;1,704456611E0;6,142387769E-1;2,100000000E1;B;
7,340674007E-1;1,704456611E0;6,142387769E-1;2,200000000E1;B;
7,674341008E-1;1,704456611E0;6,142387769E-1;2,300000000E1;B;
8,008008008E-1;1,685871978E0;4,841463464E-1;2,400000000E1;B;
8,341675008E-1;1,760210510E0;5,399002452E-1;2,500000000E1;B;
8,675342009E-1;1,760210510E0;5,399002452E-1;2,600000000E1;B;
9,009009009E-1;1,760210510E0;5,399002452E-1;2,700000000E1;B;
9,342676009E-1;1,760210510E0;5,399002452E-1;2,800000000E1;B;
9,676343010E-1;1,760210510E0;5,399002452E-1;2,900000000E1;B;
1,001001001E0;1,760210510E0;5,399002452E-1;3,000000000E1;B;
1,034367701E0;1,760210510E0;5,399002452E-1;3,100000000E1;B;
1,067734401E0;1,760210510E0;5,399002452E-1;3,200000000E1;B;
1,101101101E0;1,760210510E0;5,399002452E-1;3,300000000E1;B;
1,134467801E0;1,760210510E0;5,399002452E-1;3,400000000E1;B;
1,167834501E0;2,150487802E0;5,027309794E-1;3,500000000E1;B;
1,201201201E0;2,354918764E0;5,399002452E-1;3,600000000E1;B;
1,234567901E0;2,689442157E0;5,399002452E-1;3,700000000E1;B;
1,267934601E0;2,763780688E0;5,027309794E-1;3,800000000E1;B;
1,301301301E0;2,763780688E0;5,027309794E-1;3,900000000E1;B;
1,334668001E0;3,023965549E0;5,027309794E-1;4,000000000E1;B;
1,368034701E0;3,135473347E0;5,399002452E-1;4,100000000E1;B;
1,401401401E0;3,135473347E0;5,399002452E-1;4,200000000E1;B;
1,434768101E0;3,135473347E0;5,399002452E-1;4,300000000E1;B;
1,468134801E0;3,135473347E0;5,399002452E-1;4,400000000E1;B;
1,501501502E0;3,135473347E0;5,399002452E-1;4,500000000E1;B;
1,534868202E0;3,135473347E0;5,399002452E-1;4,600000000E1;B;
1,568234902E0;3,061134815E0;4,841463464E-1;4,700000000E1;B;
1,601601602E0;3,061134815E0;4,841463464E-1;4,800000000E1;B;
1,634968302E0;3,061134815E0;4,841463464E-1;4,900000000E1;B;
1,668335002E0;3,061134815E0;4,841463464E-1;5,000000000E1;B;
1,701701702E0;3,061134815E0;3,354692830E-1;5,100000000E1;B;
1,735068402E0;3,061134815E0;3,354692830E-1;5,200000000E1;B;
1,768435102E0;3,061134815E0;3,354692830E-1;5,300000000E1;B;
1,801801802E0;3,061134815E0;3,354692830E-1;5,400000000E1;B;
1,835168502E0;2,986796283E0;4,469770806E-1;5,500000000E1;B;
1,868535202E0;2,986796283E0;4,469770806E-1;5,600000000E1;B;
1,901901902E0;2,986796283E0;4,469770806E-1;5,700000000E1;B;
1,935268602E0;2,986796283E0;4,469770806E-1;5,800000000E1;B;
1,968635302E0;2,986796283E0;4,469770806E-1;5,900000000E1;B;
2,002002002E0;2,986796283E0;4,469770806E-1;6,000000000E1;B;
2,035368702E0;2,986796283E0;4,469770806E-1;6,100000000E1;B;
2,068735402E0;2,986796283E0;4,469770806E-1;6,200000000E1;B;
2,102102102E0;2,986796283E0;4,469770806E-1;6,300000000E1;B;
2,135468802E0;2,986796283E0;4,469770806E-1;6,400000000E1;B;
2,168835502E0;2,986796283E0;4,469770806E-1;6,500000000E1;B;
2,202202202E0;2,763780688E0;2,797153842E-1;6,600000000E1;B;
2,235568902E0;2,596518992E0;2,797153842E-1;6,700000000E1;B;
2,268935602E0;2,410672663E0;3,726385489E-1;6,800000000E1;B;
2,302302302E0;2,057564637E0;7,071619416E-1;6,900000000E1;B;
2,335669002E0;1,797379776E0;9,301775367E-1;7,000000000E1;B;
2,369035702E0;1,667287345E0;1,004516068E0;7,100000000E1;B;
2,402402402E0;1,369933219E0;9,859314355E-1;7,200000000E1;B;
2,435769102E0;1,369933219E0;9,859314355E-1;7,300000000E1;B;
2,469135802E0;1,555779548E0;8,744236379E-1;7,400000000E1;B;
2,502502503E0;1,388517852E0;8,186697392E-1;7,500000000E1;B;
2,535869203E0;1,388517852E0;8,186697392E-1;7,600000000E1;B;
2,569235903E0;1,369933219E0;7,443312074E-1;7,700000000E1;B;
2,602602603E0;1,369933219E0;7,443312074E-1;7,800000000E1;B;
2,635969303E0;1,369933219E0;7,443312074E-1;7,900000000E1;B;
2,669336003E0;1,369933219E0;7,443312074E-1;8,000000000E1;B;
2,702702703E0;1,369933219E0;7,443312074E-1;8,100000000E1;B;
2,736069403E0;1,369933219E0;7,443312074E-1;8,200000000E1;B;
2,769436103E0;1,425687117E0;5,770695111E-1;8,300000000E1;B;
2,802802803E0;1,425687117E0;5,770695111E-1;8,400000000E1;B;
2,836169503E0;1,425687117E0;5,770695111E-1;8,500000000E1;B;
2,869536203E0;1,425687117E0;5,770695111E-1;8,600000000E1;B;
2,902902903E0;1,425687117E0;5,770695111E-1;8,700000000E1;B;
2,936269603E0;1,425687117E0;5,770695111E-1;8,800000000E1;B;
2,969636303E0;1,425687117E0;5,770695111E-1;8,900000000E1;B;
3,003003003E0;1,592948814E0;7,443312074E-1;9,000000000E1;B;
3,036369703E0;1,592948814E0;6,699926757E-1;9,100000000E1;B;
3,069736403E0;1,592948814E0;6,699926757E-1;9,200000000E1;B;
3,103103103E0;1,592948814E0;6,699926757E-1;9,300000000E1;B;
3,136469803E0;1,592948814E0;6,699926757E-1;9,400000000E1;B;
3,169836503E0;1,592948814E0;6,699926757E-1;9,500000000E1;B;
3,203203203E0;1,592948814E0;6,699926757E-1;9,600000000E1;B;
3,236569903E0;1,592948814E0;6,699926757E-1;9,700000000E1;B;
3,269936603E0;1,592948814E0;6,699926757E-1;9,800000000E1;B;
3,303303303E0;1,592948814E0;6,699926757E-1;9,900000000E1;B;
3,336670003E0;2,243410966E0;7,257465745E-1;1,000000000E2;B;
3,370036703E0;2,726611422E0;8,744236379E-1;1,010000000E2;B;
3,403403403E0;3,191227246E0;1,246116297E0;1,020000000E2;B;
3,436770103E0;4,101874259E0;1,543470423E0;1,030000000E2;B;
3,470136803E0;5,532890995E0;1,952332348E0;1,040000000E2;OUT;
3,503503504E0;6,517876540E0;2,695717665E0;1,050000000E2;OUT;
3,536870204E0;7,614369883E0;3,643533944E0;1,060000000E2;OUT;
3,570236904E0;8,209078137E0;4,145319034E0;1,070000000E2;OUT;
3,603603604E0;8,450678365E0;4,609934857E0;1,080000000E2;OUT;
3,636970304E0;8,506432264E0;4,814365819E0;1,090000000E2;OUT;
3,670337004E0;8,506432264E0;4,814365819E0;1,100000000E2;OUT;
3,703703704E0;8,506432264E0;4,702858021E0;1,110000000E2;OUT;
3,737070404E0;8,599355428E0;4,591350224E0;1,120000000E2;OUT;
3,770437104E0;8,673693960E0;4,405503895E0;1,130000000E2;OUT;
3,803803804E0;8,729447859E0;4,238242198E0;1,140000000E2;OUT;
3,837170504E0;8,692278593E0;3,996641970E0;1,150000000E2;OUT;
3,870537204E0;8,692278593E0;3,996641970E0;1,160000000E2;OUT;
3,903903904E0;8,692278593E0;3,996641970E0;1,170000000E2;OUT;
3,937270604E0;8,692278593E0;3,996641970E0;1,180000000E2;OUT;
3,970637304E0;8,655109327E0;3,903718805E0;1,190000000E2;OUT;
4,004004004E0;8,655109327E0;3,903718805E0;1,200000000E2;OUT;
4,037370704E0;8,655109327E0;3,903718805E0;1,210000000E2;OUT;
4,070737404E0;8,655109327E0;3,903718805E0;1,220000000E2;OUT;
4,104104104E0;8,655109327E0;3,792211008E0;1,230000000E2;OUT;
4,137470804E0;8,748032492E0;3,290425919E0;1,240000000E2;OUT;
4,170837504E0;9,119725150E0;3,364764450E0;1,250000000E2;OUT;
4,204204204E0;9,361325378E0;3,309010552E0;1,260000000E2;OUT;
4,237570904E0;9,361325378E0;3,309010552E0;1,270000000E2;OUT;
4,270937604E0;9,751602670E0;3,383349083E0;1,280000000E2;OUT;
4,304304304E0;9,633700685E0;3,347247549E0;1,290000000E2;OUT;
4,337671004E0;9,633700685E0;3,347247549E0;1,300000000E2;OUT;
4,371037704E0;9,633700685E0;3,347247549E0;1,310000000E2;OUT;
4,404404404E0;9,633700685E0;3,347247549E0;1,320000000E2;OUT;
4,437771104E0;9,633700685E0;3,347247549E0;1,330000000E2;OUT;
4,471137804E0;9,633700685E0;3,347247549E0;1,340000000E2;OUT;
4,504504505E0;9,633700685E0;3,347247549E0;1,350000000E2;OUT;
4,537871205E0;9,633700685E0;3,347247549E0;1,360000000E2;OUT;
4,571237905E0;9,633700685E0;3,347247549E0;1,370000000E2;OUT;
4,604604605E0;9,336248937E0;3,198521675E0;1,380000000E2;OUT;
4,637971305E0;9,336248937E0;3,198521675E0;1,390000000E2;OUT;
4,671338005E0;9,336248937E0;3,198521675E0;1,400000000E2;OUT;
4,704704705E0;9,336248937E0;3,198521675E0;1,410000000E2;OUT;
4,738071405E0;9,336248937E0;3,198521675E0;1,420000000E2;OUT;
4,771438105E0;9,336248937E0;3,198521675E0;1,430000000E2;OUT;
4,804804805E0;9,336248937E0;3,198521675E0;1,440000000E2;OUT;
4,838171505E0;9,336248937E0;3,198521675E0;1,450000000E2;OUT;
4,871538205E0;9,001615720E0;2,938251396E0;1,460000000E2;OUT;
4,904904905E0;5,209105932E0;2,045896152E0;1,470000000E2;OUT;
4,938271605E0;3,870573066E0;1,079177970E0;1,480000000E2;OUT;
4,971638305E0;3,052580759E0;8,932706278E-1;1,490000000E2;OUT;
5,005005005E0;2,197406983E0;7,817262223E-1;1,500000000E2;OUT;
5,038371705E0;2,197406983E0;9,676335648E-1;1,510000000E2;OUT;
5,071738405E0;2,011499641E0;8,932706278E-1;1,520000000E2;B;
5,105105105E0;2,011499641E0;8,932706278E-1;1,530000000E2;B;
5,138471805E0;1,937136704E0;7,445447538E-1;1,540000000E2;B;
5,171838505E0;1,937136704E0;7,445447538E-1;1,550000000E2;B;
5,205205205E0;1,937136704E0;7,445447538E-1;1,560000000E2;B;
5,238571905E0;1,937136704E0;7,445447538E-1;1,570000000E2;B;
5,271938605E0;1,937136704E0;7,445447538E-1;1,580000000E2;B;
5,305305305E0;1,937136704E0;7,445447538E-1;1,590000000E2;B;
5,338672005E0;1,937136704E0;7,445447538E-1;1,600000000E2;B;
5,372038705E0;1,937136704E0;7,445447538E-1;1,610000000E2;B;
5,405405405E0;1,937136704E0;7,445447538E-1;1,620000000E2;B;
5,438772105E0;1,937136704E0;7,445447538E-1;1,630000000E2;B;
5,472138805E0;1,937136704E0;7,445447538E-1;1,640000000E2;B;
5,505505506E0;1,937136704E0;7,445447538E-1;1,650000000E2;B;
5,538872206E0;1,937136704E0;7,445447538E-1;1,660000000E2;B;
5,572238906E0;1,937136704E0;7,445447538E-1;1,670000000E2;B;
5,605605606E0;1,937136704E0;7,445447538E-1;1,680000000E2;B;
5,638972306E0;1,937136704E0;7,445447538E-1;1,690000000E2;B;
5,672339006E0;1,937136704E0;7,445447538E-1;1,700000000E2;B;
5,705705706E0;1,937136704E0;7,445447538E-1;1,710000000E2;B;
5,739072406E0;1,937136704E0;7,445447538E-1;1,720000000E2;B;
5,772439106E0;1,937136704E0;7,445447538E-1;1,730000000E2;B;
5,805805806E0;1,862773767E0;8,560891593E-1;1,740000000E2;B;
5,839172506E0;1,862773767E0;8,560891593E-1;1,750000000E2;B;
5,872539206E0;1,862773767E0;8,560891593E-1;1,760000000E2;B;
5,905905906E0;1,862773767E0;8,560891593E-1;1,770000000E2;B;
5,939272606E0;1,862773767E0;8,560891593E-1;1,780000000E2;B;
5,972639306E0;1,862773767E0;8,560891593E-1;1,790000000E2;B;
6,006006006E0;1,862773767E0;8,560891593E-1;1,800000000E2;B;
6,039372706E0;1,862773767E0;8,560891593E-1;1,810000000E2;B;
6,072739406E0;1,862773767E0;8,560891593E-1;1,820000000E2;B;
6,106106106E0;1,862773767E0;8,560891593E-1;1,830000000E2;B;
6,139472806E0;1,862773767E0;8,560891593E-1;1,840000000E2;B;
6,172839506E0;1,862773767E0;8,560891593E-1;1,850000000E2;B;
6,206206206E0;1,862773767E0;8,560891593E-1;1,860000000E2;B;
6,239572906E0;1,862773767E0;8,560891593E-1;1,870000000E2;B;
6,272939606E0;1,862773767E0;8,560891593E-1;1,880000000E2;B;
6,306306306E0;1,862773767E0;8,560891593E-1;1,890000000E2;B;
6,339673006E0;1,862773767E0;8,560891593E-1;1,900000000E2;B;
6,373039706E0;1,862773767E0;8,560891593E-1;1,910000000E2;B;
6,406406406E0;1,862773767E0;8,560891593E-1;1,920000000E2;B;
6,439773106E0;1,862773767E0;8,560891593E-1;1,930000000E2;B;
6,473139806E0;1,862773767E0;8,560891593E-1;1,940000000E2;B;
6,506506507E0;1,862773767E0;8,560891593E-1;1,950000000E2;B;
6,539873207E0;1,862773767E0;8,560891593E-1;1,960000000E2;B;
