t;x;y;frame;Feeder;Commets
0,000000000E0;2,121001032E1;2,381578947E0;0,000000000E0;C;
3,336670003E-2;2,087977296E1;2,513673891E0;1,000000000E0;C;
6,673340007E-2;2,097884417E1;2,381578947E0;2,000000000E0;C;
1,001001001E-1;2,101186791E1;2,414602683E0;3,000000000E0;C;
1,334668001E-1;2,058255934E1;2,447626419E0;4,000000000E0;C;
1,668335002E-1;2,041744066E1;2,711816305E0;5,000000000E0;C;
2,002002002E-1;2,018627451E1;2,645768834E0;6,000000000E0;C;
2,335669002E-1;1,995510836E1;2,414602683E0;7,000000000E0;C;
2,669336003E-1;2,005417957E1;2,348555212E0;8,000000000E0;C;
3,003003003E-1;2,018627451E1;2,216460268E0;9,000000000E0;C;
3,336670003E-1;2,005417957E1;2,282507740E0;1,000000000E1;C;
3,670337004E-1;2,025232198E1;2,447626419E0;1,100000000E1;C;
4,004004004E-1;1,998813209E1;2,315531476E0;1,200000000E1;C;
4,337671004E-1;1,998813209E1;2,414602683E0;1,300000000E1;C;
4,671338005E-1;2,002115583E1;2,414602683E0;1,400000000E1;C;
5,005005005E-1;2,008720330E1;2,381578947E0;1,500000000E1;C;
5,338672005E-1;2,008720330E1;2,381578947E0;1,600000000E1;C;
5,672339006E-1;2,008720330E1;2,282507740E0;1,700000000E1;C;
6,006006006E-1;2,008720330E1;2,348555212E0;1,800000000E1;C;
6,339673006E-1;2,008720330E1;2,381578947E0;1,900000000E1;C;
6,673340007E-1;2,005417957E1;2,315531476E0;2,000000000E1;C;
7,007007007E-1;2,008720330E1;2,315531476E0;2,100000000E1;C;
7,340674007E-1;2,005417957E1;2,348555212E0;2,200000000E1;C;
7,674341008E-1;1,995510836E1;2,414602683E0;2,300000000E1;C;
8,008008008E-1;1,995510836E1;2,282507740E0;2,400000000E1;C;
8,341675008E-1;2,012022704E1;2,348555212E0;2,500000000E1;C;
8,675342009E-1;2,002115583E1;2,282507740E0;2,600000000E1;C;
9,009009009E-1;2,005417957E1;2,216460268E0;2,700000000E1;C;
9,342676009E-1;2,005417957E1;2,216460268E0;2,800000000E1;C;
9,676343010E-1;1,998813209E1;2,282507740E0;2,900000000E1;C;
1,001001001E0;1,998813209E1;2,282507740E0;3,000000000E1;C;
1,034367701E0;2,002115583E1;2,249484004E0;3,100000000E1;C;
1,067734401E0;1,995510836E1;2,216460268E0;3,200000000E1;C;
1,101101101E0;1,992208462E1;2,348555212E0;3,300000000E1;C;
1,134467801E0;1,988906089E1;2,381578947E0;3,400000000E1;C;
1,167834501E0;1,985603715E1;2,381578947E0;3,500000000E1;C;
1,201201201E0;1,988906089E1;2,348555212E0;3,600000000E1;C;
1,234567901E0;2,002115583E1;2,282507740E0;3,700000000E1;C;
1,267934601E0;2,008720330E1;2,183436533E0;3,800000000E1;C;
1,301301301E0;1,998813209E1;2,282507740E0;3,900000000E1;C;
1,334668001E0;1,998813209E1;2,282507740E0;4,000000000E1;C;
1,368034701E0;1,998813209E1;2,315531476E0;4,100000000E1;C;
1,401401401E0;1,995510836E1;2,282507740E0;4,200000000E1;C;
1,434768101E0;2,015325077E1;2,249484004E0;4,300000000E1;C;
1,468134801E0;2,015325077E1;2,282507740E0;4,400000000E1;C;
1,501501502E0;2,012022704E1;2,546697626E0;4,500000000E1;C;
1,534868202E0;2,005417957E1;2,513673891E0;4,600000000E1;C;
1,568234902E0;1,988906089E1;2,381578947E0;4,700000000E1;C;
1,601601602E0;2,002115583E1;2,348555212E0;4,800000000E1;C;
1,634968302E0;2,002115583E1;2,282507740E0;4,900000000E1;C;
1,668335002E0;2,008720330E1;2,381578947E0;5,000000000E1;C;
1,701701702E0;2,005417957E1;2,315531476E0;5,100000000E1;C;
1,735068402E0;2,005417957E1;2,315531476E0;5,200000000E1;C;
1,768435102E0;2,005417957E1;2,282507740E0;5,300000000E1;C;
1,801801802E0;2,005417957E1;2,249484004E0;5,400000000E1;C;
1,835168502E0;2,002115583E1;2,150412797E0;5,500000000E1;C;
1,868535202E0;2,002115583E1;2,150412797E0;5,600000000E1;C;
1,901901902E0;1,982301342E1;2,183436533E0;5,700000000E1;C;
1,935268602E0;1,982301342E1;2,183436533E0;5,800000000E1;C;
1,968635302E0;1,982301342E1;2,216460268E0;5,900000000E1;C;
2,002002002E0;1,998813209E1;2,216460268E0;6,000000000E1;C;
2,035368702E0;1,995510836E1;2,216460268E0;6,100000000E1;C;
2,068735402E0;1,965789474E1;2,645768834E0;6,200000000E1;C;
2,102102102E0;1,949277606E1;2,843911249E0;6,300000000E1;C;
