t;x;y;frame;Feeder;Commets
0,000000000E0;-7,192611836E0;2,801971988E0;0,000000000E0;OUT;
3,336670003E-2;-7,192611836E0;2,801971988E0;1,000000000E0;OUT;
6,673340007E-2;-7,192611836E0;2,844219111E0;2,000000000E0;OUT;
1,001001001E-1;-7,192611836E0;2,844219111E0;3,000000000E0;OUT;
1,334668001E-1;-7,192611836E0;2,844219111E0;4,000000000E0;OUT;
1,668335002E-1;-7,192611836E0;2,844219111E0;5,000000000E0;OUT;
2,002002002E-1;-7,234858959E0;2,928713357E0;6,000000000E0;OUT;
2,335669002E-1;-7,234858959E0;2,928713357E0;7,000000000E0;OUT;
2,669336003E-1;-7,234858959E0;2,928713357E0;8,000000000E0;OUT;
3,003003003E-1;-7,234858959E0;2,928713357E0;9,000000000E0;OUT;
3,336670003E-1;-7,234858959E0;2,928713357E0;1,000000000E1;OUT;
3,670337004E-1;-7,234858959E0;2,928713357E0;1,100000000E1;OUT;
4,004004004E-1;-7,234858959E0;2,928713357E0;1,200000000E1;OUT;
4,337671004E-1;-8,417778408E0;5,632529240E0;1,300000000E1;OUT;
4,671338005E-1;-8,460025531E0;5,970506225E0;1,400000000E1;OUT;
5,005005005E-1;-8,671261147E0;6,942190058E0;1,500000000E1;OUT;
5,338672005E-1;-8,924743886E0;6,857695812E0;1,600000000E1;OUT;
5,672339006E-1;-8,966991009E0;6,815448688E0;1,700000000E1;OUT;
6,006006006E-1;-8,966991009E0;6,815448688E0;1,800000000E1;OUT;
6,339673006E-1;-9,009238132E0;6,773201565E0;1,900000000E1;OUT;
6,673340007E-1;-9,009238132E0;6,773201565E0;2,000000000E1;OUT;
7,007007007E-1;-8,882496763E0;6,646460196E0;2,100000000E1;OUT;
7,340674007E-1;-8,882496763E0;6,646460196E0;2,200000000E1;OUT;
7,674341008E-1;-8,882496763E0;6,646460196E0;2,300000000E1;OUT;
8,008008008E-1;-8,924743886E0;6,477471703E0;2,400000000E1;OUT;
8,341675008E-1;-8,924743886E0;6,477471703E0;2,500000000E1;OUT;
8,675342009E-1;-6,178680880E0;5,294552254E0;2,600000000E1;OUT;
9,009009009E-1;-2,503181165E0;4,322868422E0;2,700000000E1;OUT;
9,342676009E-1;1,583875942E-1;2,506242126E0;2,800000000E1;OUT;
9,676343010E-1;4,118703331E-1;1,914782401E0;2,900000000E1;OUT;
1,001001001E0;2,228496629E0;1,872535278E0;3,000000000E1;OUT;
1,034367701E0;2,566473614E0;1,872535278E0;3,100000000E1;OUT;
1,067734401E0;3,115686216E0;1,619052539E0;3,200000000E1;OUT;
1,101101101E0;3,115686216E0;1,619052539E0;3,300000000E1;OUT;
1,134467801E0;3,073439092E0;1,576805416E0;3,400000000E1;OUT;
1,167834501E0;3,073439092E0;1,534558293E0;3,500000000E1;B;
1,201201201E0;3,073439092E0;1,534558293E0;3,600000000E1;B;
1,234567901E0;3,073439092E0;1,534558293E0;3,700000000E1;B;
1,267934601E0;2,693214984E0;1,238828431E0;3,800000000E1;B;
1,301301301E0;2,650967861E0;1,238828431E0;3,900000000E1;B;
1,334668001E0;2,650967861E0;1,238828431E0;4,000000000E1;B;
1,368034701E0;2,650967861E0;1,238828431E0;4,100000000E1;B;
1,401401401E0;2,650967861E0;1,238828431E0;4,200000000E1;B;
1,434768101E0;2,228496629E0;9,853456918E-1;4,300000000E1;B;
1,468134801E0;2,059508137E0;9,430985686E-1;4,400000000E1;B;
1,501501502E0;2,059508137E0;9,430985686E-1;4,500000000E1;B;
1,534868202E0;2,059508137E0;9,430985686E-1;4,600000000E1;B;
1,568234902E0;2,059508137E0;9,430985686E-1;4,700000000E1;B;
1,601601602E0;2,186249506E0;1,069839938E0;4,800000000E1;B;
1,634968302E0;2,186249506E0;1,069839938E0;4,900000000E1;B;
1,668335002E0;2,186249506E0;1,069839938E0;5,000000000E1;B;
1,701701702E0;2,186249506E0;1,069839938E0;5,100000000E1;B;
1,735068402E0;2,186249506E0;1,069839938E0;5,200000000E1;B;
1,768435102E0;2,186249506E0;1,069839938E0;5,300000000E1;B;
1,801801802E0;2,186249506E0;1,069839938E0;5,400000000E1;B;
1,835168502E0;2,186249506E0;1,069839938E0;5,500000000E1;B;
1,868535202E0;2,186249506E0;1,069839938E0;5,600000000E1;B;
1,901901902E0;2,186249506E0;1,069839938E0;5,700000000E1;B;
1,935268602E0;2,186249506E0;1,069839938E0;5,800000000E1;B;
1,968635302E0;2,186249506E0;1,069839938E0;5,900000000E1;B;
2,002002002E0;2,186249506E0;1,069839938E0;6,000000000E1;B;
2,035368702E0;2,186249506E0;1,069839938E0;6,100000000E1;B;
2,068735402E0;2,186249506E0;1,069839938E0;6,200000000E1;B;
2,102102102E0;2,186249506E0;1,069839938E0;6,300000000E1;B;
2,135468802E0;2,186249506E0;1,069839938E0;6,400000000E1;B;
2,168835502E0;2,186249506E0;1,069839938E0;6,500000000E1;B;
2,202202202E0;2,186249506E0;1,069839938E0;6,600000000E1;B;
2,235568902E0;2,186249506E0;1,069839938E0;6,700000000E1;B;
2,268935602E0;2,186249506E0;1,069839938E0;6,800000000E1;B;
2,302302302E0;2,101755260E0;1,069839938E0;6,900000000E1;B;
2,335669002E0;2,101755260E0;1,069839938E0;7,000000000E1;B;
2,369035702E0;1,848272521E0;1,069839938E0;7,100000000E1;B;
2,402402402E0;1,975013890E0;1,196581308E0;7,200000000E1;B;
2,435769102E0;1,975013890E0;1,196581308E0;7,300000000E1;B;
2,469135802E0;1,975013890E0;1,196581308E0;7,400000000E1;B;
2,502502503E0;1,975013890E0;1,196581308E0;7,500000000E1;B;
2,535869203E0;1,975013890E0;1,196581308E0;7,600000000E1;B;
2,569235903E0;2,650967861E0;1,450064047E0;7,700000000E1;B;
2,602602603E0;2,650967861E0;1,450064047E0;7,800000000E1;B;
2,635969303E0;2,650967861E0;1,450064047E0;7,900000000E1;B;
2,669336003E0;2,650967861E0;1,450064047E0;8,000000000E1;B;
2,702702703E0;2,650967861E0;1,450064047E0;8,100000000E1;B;
2,736069403E0;2,566473614E0;1,365569800E0;8,200000000E1;B;
2,769436103E0;2,312990876E0;1,154334184E0;8,300000000E1;B;
2,802802803E0;2,312990876E0;1,154334184E0;8,400000000E1;B;
2,836169503E0;1,721531151E0;1,154334184E0;8,500000000E1;B;
2,869536203E0;1,510295535E0;1,196581308E0;8,600000000E1;B;
2,902902903E0;1,510295535E0;1,196581308E0;8,700000000E1;B;
2,936269603E0;2,851289636E-1;1,914782401E0;8,800000000E1;B;
2,969636303E0;3,696232100E-1;1,830288155E0;8,900000000E1;B;
3,003003003E0;3,696232100E-1;1,830288155E0;9,000000000E1;B;
3,036369703E0;3,696232100E-1;1,830288155E0;9,100000000E1;B;
3,069736403E0;3,696232100E-1;1,830288155E0;9,200000000E1;B;
3,103103103E0;3,696232100E-1;1,830288155E0;9,300000000E1;B;
3,136469803E0;3,696232100E-1;1,830288155E0;9,400000000E1;B;
3,169836503E0;3,696232100E-1;1,830288155E0;9,500000000E1;B;
3,203203203E0;3,696232100E-1;1,830288155E0;9,600000000E1;B;
3,236569903E0;3,696232100E-1;1,830288155E0;9,700000000E1;B;
3,269936603E0;3,696232100E-1;1,830288155E0;9,800000000E1;B;
3,303303303E0;3,696232100E-1;1,830288155E0;9,900000000E1;B;
3,336670003E0;4,118703331E-1;1,788041032E0;1,000000000E2;B;
3,370036703E0;4,118703331E-1;1,788041032E0;1,010000000E2;B;
3,403403403E0;5,386117026E-1;1,576805416E0;1,020000000E2;B;
3,436770103E0;7,076001953E-1;1,450064047E0;1,030000000E2;B;
3,470136803E0;7,076001953E-1;1,450064047E0;1,040000000E2;B;
3,503503504E0;7,076001953E-1;1,450064047E0;1,050000000E2;B;
3,536870204E0;7,076001953E-1;1,450064047E0;1,060000000E2;B;
3,570236904E0;1,468048412E0;1,407816923E0;1,070000000E2;B;
3,603603604E0;1,510295535E0;1,407816923E0;1,080000000E2;B;
3,636970304E0;1,510295535E0;1,407816923E0;1,090000000E2;B;
3,670337004E0;1,552542659E0;1,407816923E0;1,100000000E2;B;
3,703703704E0;1,552542659E0;1,407816923E0;1,110000000E2;B;
3,737070404E0;1,552542659E0;1,407816923E0;1,120000000E2;B;
3,770437104E0;1,552542659E0;1,407816923E0;1,130000000E2;B;
3,803803804E0;1,552542659E0;1,407816923E0;1,140000000E2;B;
3,837170504E0;1,552542659E0;1,407816923E0;1,150000000E2;B;
3,870537204E0;1,552542659E0;1,407816923E0;1,160000000E2;B;
3,903903904E0;1,679284028E0;1,407816923E0;1,170000000E2;B;
3,937270604E0;1,679284028E0;1,407816923E0;1,180000000E2;B;
3,970637304E0;1,679284028E0;1,407816923E0;1,190000000E2;B;
4,004004004E0;1,679284028E0;1,407816923E0;1,200000000E2;B;
4,037370704E0;1,594789782E0;1,238828431E0;1,210000000E2;B;
4,070737404E0;1,594789782E0;1,238828431E0;1,220000000E2;B;
4,104104104E0;1,594789782E0;1,238828431E0;1,230000000E2;B;
4,137470804E0;1,594789782E0;1,238828431E0;1,240000000E2;B;
4,170837504E0;1,594789782E0;1,238828431E0;1,250000000E2;B;
4,204204204E0;1,510295535E0;1,154334184E0;1,260000000E2;B;
4,237570904E0;1,510295535E0;1,154334184E0;1,270000000E2;B;
4,270937604E0;1,510295535E0;1,154334184E0;1,280000000E2;B;
4,304304304E0;1,510295535E0;1,154334184E0;1,290000000E2;B;
4,337671004E0;1,510295535E0;1,154334184E0;1,300000000E2;B;
4,371037704E0;1,468048412E0;1,154334184E0;1,310000000E2;B;
4,404404404E0;1,806025398E0;1,238828431E0;1,320000000E2;B;
4,437771104E0;1,806025398E0;1,238828431E0;1,330000000E2;B;
4,471137804E0;1,806025398E0;1,238828431E0;1,340000000E2;B;
4,504504505E0;1,806025398E0;1,238828431E0;1,350000000E2;B;
4,537871205E0;3,115686216E0;1,281075554E0;1,360000000E2;B;
4,571237905E0;2,862203477E0;1,450064047E0;1,370000000E2;B;
4,604604605E0;2,862203477E0;1,450064047E0;1,380000000E2;B;
4,637971305E0;3,538157447E0;2,252759387E0;1,390000000E2;OUT;
4,671338005E0;3,538157447E0;2,252759387E0;1,400000000E2;OUT;
4,704704705E0;3,707145940E0;2,717477742E0;1,410000000E2;OUT;
4,738071405E0;3,707145940E0;2,717477742E0;1,420000000E2;OUT;
4,771438105E0;3,707145940E0;2,717477742E0;1,430000000E2;OUT;
4,804804805E0;3,707145940E0;2,717477742E0;1,440000000E2;OUT;
4,838171505E0;3,707145940E0;2,717477742E0;1,450000000E2;OUT;
4,871538205E0;3,707145940E0;2,717477742E0;1,460000000E2;OUT;
4,904904905E0;3,200180462E0;2,463995003E0;1,470000000E2;OUT;
4,938271605E0;2,693214984E0;2,379500756E0;1,480000000E2;OUT;
4,971638305E0;2,355237999E0;2,041523771E0;1,490000000E2;OUT;
5,005005005E0;1,806025398E0;1,830288155E0;1,500000000E2;B;
5,038371705E0;1,806025398E0;1,830288155E0;1,510000000E2;B;
5,071738405E0;1,806025398E0;1,830288155E0;1,520000000E2;B;
5,105105105E0;1,806025398E0;1,830288155E0;1,530000000E2;B;
5,138471805E0;1,806025398E0;1,830288155E0;1,540000000E2;B;
5,171838505E0;1,806025398E0;1,830288155E0;1,550000000E2;B;
5,205205205E0;1,806025398E0;1,830288155E0;1,560000000E2;B;
5,238571905E0;1,806025398E0;1,830288155E0;1,570000000E2;B;
5,271938605E0;1,806025398E0;1,830288155E0;1,580000000E2;B;
5,305305305E0;1,763778274E0;1,830288155E0;1,590000000E2;B;
5,338672005E0;1,763778274E0;1,830288155E0;1,600000000E2;B;
5,372038705E0;2,101755260E0;1,281075554E0;1,610000000E2;B;
5,405405405E0;2,144002383E0;1,365569800E0;1,620000000E2;B;
5,438772105E0;2,735462107E0;1,196581308E0;1,630000000E2;B;
5,472138805E0;3,791640186E0;1,957029525E0;1,640000000E2;B;
5,505505506E0;4,383099911E0;2,421747879E0;1,650000000E2;OUT;
5,538872206E0;4,383099911E0;2,421747879E0;1,660000000E2;OUT;
5,572238906E0;4,383099911E0;2,421747879E0;1,670000000E2;OUT;
5,605605606E0;4,552088403E0;2,970960480E0;1,680000000E2;OUT;
5,638972306E0;4,552088403E0;2,970960480E0;1,690000000E2;OUT;
5,672339006E0;4,552088403E0;2,970960480E0;1,700000000E2;OUT;
5,705705706E0;4,129617172E0;2,675230618E0;1,710000000E2;OUT;
5,739072406E0;4,129617172E0;2,675230618E0;1,720000000E2;OUT;
5,772439106E0;4,129617172E0;2,675230618E0;1,730000000E2;OUT;
5,805805806E0;4,129617172E0;2,632983495E0;1,740000000E2;OUT;
5,839172506E0;4,129617172E0;2,590736372E0;1,750000000E2;OUT;
5,872539206E0;4,129617172E0;2,590736372E0;1,760000000E2;OUT;
5,905905906E0;4,129617172E0;2,590736372E0;1,770000000E2;OUT;
5,939272606E0;4,087370048E0;2,506242126E0;1,780000000E2;OUT;
5,972639306E0;4,129617172E0;2,548489249E0;1,790000000E2;OUT;
6,006006006E0;4,129617172E0;2,548489249E0;1,800000000E2;OUT;
6,039372706E0;4,129617172E0;2,548489249E0;1,810000000E2;OUT;
6,072739406E0;4,129617172E0;2,548489249E0;1,820000000E2;OUT;
6,106106106E0;2,059508137E0;4,534104038E0;1,830000000E2;OUT;
6,139472806E0;1,552542659E0;4,787586777E0;1,840000000E2;OUT;
6,172839506E0;1,256812796E0;5,083316639E0;1,850000000E2;OUT;
6,206206206E0;5,386117026E-1;5,717023486E0;1,860000000E2;OUT;
6,239572906E0;4,118703331E-1;5,970506225E0;1,870000000E2;OUT;
6,272939606E0;4,118703331E-1;5,970506225E0;1,880000000E2;OUT;
6,306306306E0;4,118703331E-1;5,970506225E0;1,890000000E2;OUT;
