t;x;y;frame;Feeder;Commets
0,000000000E0;2,351074302E1;6,118070492E0;0,000000000E0;OUT;
3,336670003E-2;2,365138733E1;6,094629774E0;1,000000000E0;OUT;
6,673340007E-2;2,358106518E1;6,164951928E0;2,000000000E0;OUT;
1,001001001E-1;2,362794661E1;6,188392646E0;3,000000000E0;OUT;
1,334668001E-1;2,362794661E1;6,211833364E0;4,000000000E0;OUT;
1,668335002E-1;2,369826877E1;6,375918391E0;5,000000000E0;OUT;
2,002002002E-1;2,372170949E1;6,422799827E0;6,000000000E0;OUT;
2,335669002E-1;2,374515020E1;6,258714800E0;7,000000000E0;OUT;
2,669336003E-1;2,379203164E1;6,141511210E0;8,000000000E0;OUT;
3,003003003E-1;2,322945441E1;6,094629774E0;9,000000000E0;OUT;
3,336670003E-1;2,123699337E1;5,696137567E0;1,000000000E1;OUT;
3,670337004E-1;1,980710957E1;5,227323205E0;1,100000000E1;OUT;
4,004004004E-1;1,793185212E1;3,422387913E0;1,200000000E1;OUT;
4,337671004E-1;1,715830842E1;3,023895706E0;1,300000000E1;OUT;
4,671338005E-1;1,668949406E1;2,789488525E0;1,400000000E1;OUT;
5,005005005E-1;1,685357909E1;2,789488525E0;1,500000000E1;OUT;
5,338672005E-1;1,685357909E1;3,141099296E0;1,600000000E1;OUT;
5,672339006E-1;1,701766412E1;3,070777142E0;1,700000000E1;OUT;
6,006006006E-1;1,711142699E1;2,930132833E0;1,800000000E1;OUT;
6,339673006E-1;1,713486771E1;2,859810679E0;1,900000000E1;OUT;
6,673340007E-1;1,718174914E1;2,812929243E0;2,000000000E1;OUT;
7,007007007E-1;1,729895273E1;2,906692115E0;2,100000000E1;OUT;
7,340674007E-1;1,830690361E1;4,453779508E0;2,200000000E1;OUT;
7,674341008E-1;1,856475151E1;5,086678897E0;2,300000000E1;OUT;
8,008008008E-1;1,875227725E1;5,836781875E0;2,400000000E1;OUT;
8,341675008E-1;1,903356587E1;6,118070492E0;2,500000000E1;OUT;
8,675342009E-1;1,898668443E1;6,000866902E0;2,600000000E1;OUT;
9,009009009E-1;1,898668443E1;6,047748338E0;2,700000000E1;OUT;
9,342676009E-1;1,893980300E1;6,235274082E0;2,800000000E1;OUT;
9,676343010E-1;1,879915869E1;6,305596237E0;2,900000000E1;OUT;
1,001001001E0;1,879915869E1;6,305596237E0;3,000000000E1;OUT;
1,034367701E0;1,884386969E1;6,258714800E0;3,100000000E1;OUT;
1,067734401E0;1,884386969E1;6,258714800E0;3,200000000E1;OUT;
1,101101101E0;1,884386969E1;6,229196859E0;3,300000000E1;OUT;
1,134467801E0;1,884386969E1;6,214437889E0;3,400000000E1;OUT;
1,167834501E0;1,875531587E1;6,199678918E0;3,500000000E1;OUT;
1,201201201E0;1,879959278E1;6,140643035E0;3,600000000E1;OUT;
1,234567901E0;1,879959278E1;6,155402006E0;3,700000000E1;OUT;
1,267934601E0;1,879959278E1;6,155402006E0;3,800000000E1;OUT;
1,301301301E0;1,919808498E1;5,963535388E0;3,900000000E1;OUT;
1,334668001E0;1,908001322E1;4,502397294E0;4,000000000E1;OUT;
1,368034701E0;1,953754131E1;3,661135968E0;4,100000000E1;OUT;
1,401401401E0;1,978844381E1;3,321679643E0;4,200000000E1;OUT;
1,434768101E0;1,984747969E1;3,115054054E0;4,300000000E1;OUT;
1,468134801E0;1,977368484E1;2,996982289E0;4,400000000E1;OUT;
1,501501502E0;1,975892587E1;2,982223318E0;4,500000000E1;OUT;
1,534868202E0;1,969988999E1;2,982223318E0;4,600000000E1;OUT;
1,568234902E0;1,949326440E1;2,849392582E0;4,700000000E1;C;
1,601601602E0;1,949326440E1;2,849392582E0;4,800000000E1;C;
1,634968302E0;1,946374646E1;2,908428465E0;4,900000000E1;C;
1,668335002E0;1,949326440E1;2,893669494E0;5,000000000E1;C;
1,701701702E0;1,959657719E1;2,834633612E0;5,100000000E1;C;
1,735068402E0;1,962609513E1;2,746079788E0;5,200000000E1;C;
1,768435102E0;1,962609513E1;2,687043905E0;5,300000000E1;C;
1,801801802E0;1,955230028E1;2,642766993E0;5,400000000E1;C;
1,835168502E0;1,955230028E1;2,568972140E0;5,500000000E1;C;
