t;x;y;frame;Feeder;Commets
0,000000000E0;9,497024599E-1;5,894704924E-1;0,000000000E0;B;
3,336670003E-2;9,497024599E-1;6,222188530E-1;1,000000000E0;B;
6,673340007E-2;9,333282796E-1;7,040897548E-1;2,000000000E0;B;
1,001001001E-1;9,333282796E-1;7,368381155E-1;3,000000000E0;B;
1,334668001E-1;9,824508206E-1;6,385930334E-1;4,000000000E0;B;
1,668335002E-1;1,205625430E0;5,868433318E-1;5,000000000E0;B;
2,002002002E-1;1,215941056E0;6,590527165E-1;6,000000000E0;B;
2,335669002E-1;1,215941056E0;6,899995956E-1;7,000000000E0;B;
2,669336003E-1;1,215941056E0;6,899995956E-1;8,000000000E0;B;
3,003003003E-1;1,215941056E0;6,693683429E-1;9,000000000E0;B;
3,336670003E-1;1,215941056E0;6,177902110E-1;1,000000000E1;B;
3,670337004E-1;1,154047298E0;8,137871123E-1;1,100000000E1;B;
4,004004004E-1;1,184994177E0;5,352651999E-1;1,200000000E1;B;
4,337671004E-1;1,164362924E0;5,765277054E-1;1,300000000E1;B;
4,671338005E-1;1,123100419E0;7,312621012E-1;1,400000000E1;B;
5,005005005E-1;1,112784792E0;6,074745846E-1;1,500000000E1;B;
5,338672005E-1;1,143731672E0;6,074745846E-1;1,600000000E1;B;
5,672339006E-1;1,143731672E0;6,074745846E-1;1,700000000E1;B;
6,006006006E-1;1,095421857E0;6,521841435E-1;1,800000000E1;B;
6,339673006E-1;7,055218200E-1;1,094070852E0;1,900000000E1;B;
6,673340007E-1;1,015199181E0;6,549672137E-1;2,000000000E1;B;
7,007007007E-1;1,071522287E0;6,177902110E-1;2,100000000E1;B;
7,340674007E-1;1,050891034E0;6,796839693E-1;2,200000000E1;B;
7,674341008E-1;1,019944155E0;6,384214637E-1;2,300000000E1;B;
8,008008008E-1;1,009628529E0;6,177902110E-1;2,400000000E1;B;
8,341675008E-1;1,009628529E0;6,074745846E-1;2,500000000E1;B;
8,675342009E-1;1,009628529E0;6,074745846E-1;2,600000000E1;B;
9,009009009E-1;1,009628529E0;5,868433318E-1;2,700000000E1;B;
9,342676009E-1;1,009628529E0;5,868433318E-1;2,800000000E1;B;
9,676343010E-1;1,009628529E0;5,868433318E-1;2,900000000E1;B;
1,001001001E0;1,112784792E0;6,384214637E-1;3,000000000E1;B;
1,034367701E0;1,102469166E0;6,074745846E-1;3,100000000E1;B;
1,067734401E0;1,102469166E0;6,074745846E-1;3,200000000E1;B;
1,101101101E0;1,112784792E0;5,662120790E-1;3,300000000E1;B;
1,134467801E0;1,112784792E0;5,662120790E-1;3,400000000E1;B;
