t;x;y;frame;Feeder;Commets
0,000000000E0;-8,072065879E0;3,417006372E0;0,000000000E0;OUT;
3,336670003E-2;-8,119705206E0;2,916793441E0;1,000000000E0;OUT;
6,673340007E-2;-8,167344533E0;2,511859163E0;2,000000000E0;OUT;
1,001001001E-1;-8,072065879E0;2,368941182E0;3,000000000E0;OUT;
1,334668001E-1;-8,619918138E0;2,249842865E0;4,000000000E0;OUT;
1,668335002E-1;-9,001032752E0;2,226023201E0;5,000000000E0;OUT;
2,002002002E-1;-8,929573762E0;2,130744548E0;6,000000000E0;OUT;
2,335669002E-1;-9,191590060E0;1,987826567E0;7,000000000E0;OUT;
2,669336003E-1;-9,215409723E0;1,725810270E0;8,000000000E0;OUT;
3,003003003E-1;-8,667557465E0;1,701990606E0;9,000000000E0;OUT;
3,336670003E-1;-7,833869245E0;1,701990606E0;1,000000000E1;A;
3,670337004E-1;-6,404689440E0;1,892547914E0;1,100000000E1;OUT;
4,004004004E-1;-5,189886606E0;2,440400172E0;1,200000000E1;OUT;
4,337671004E-1;-4,260919732E0;2,702416470E0;1,300000000E1;OUT;
4,671338005E-1;-3,855985454E0;2,964432767E0;1,400000000E1;OUT;
5,005005005E-1;-3,713067474E0;3,035891758E0;1,500000000E1;OUT;
5,338672005E-1;-3,617788820E0;2,964432767E0;1,600000000E1;OUT;
5,672339006E-1;-3,260493869E0;2,726236133E0;1,700000000E1;OUT;
6,006006006E-1;-2,093330361E0;2,416580509E0;1,800000000E1;OUT;
6,339673006E-1;-1,545478103E0;2,392760845E0;1,900000000E1;OUT;
6,673340007E-1;3,600949706E-1;1,940187240E0;2,000000000E1;OUT;
7,007007007E-1;1,336701171E0;1,606711953E0;2,100000000E1;OUT;
7,340674007E-1;1,765455112E0;1,630531616E0;2,200000000E1;OUT;
7,674341008E-1;2,194209054E0;1,797269260E0;2,300000000E1;OUT;
8,008008008E-1;2,194209054E0;1,868728250E0;2,400000000E1;OUT;
8,341675008E-1;2,337127034E0;1,606711953E0;2,500000000E1;OUT;
8,675342009E-1;2,218028717E0;1,225597338E0;2,600000000E1;OUT;
9,009009009E-1;2,122750064E0;1,154138348E0;2,700000000E1;B;
