t;x;y;frame;Feeder;Comment
1,701701702E0;1,717400629E1;9,402015621E-1;5,100000000E1;C;
1,735068402E0;1,717400629E1;9,402015621E-1;5,200000000E1;C;
1,768435102E0;1,717400629E1;9,402015621E-1;5,300000000E1;C;
1,801801802E0;1,717400629E1;9,402015621E-1;5,400000000E1;C;
1,835168502E0;1,717400629E1;9,402015621E-1;5,500000000E1;C;
1,868535202E0;1,717400629E1;9,402015621E-1;5,600000000E1;C;
1,901901902E0;1,717400629E1;9,402015621E-1;5,700000000E1;C;
1,935268602E0;1,717400629E1;1,151416890E0;5,800000000E1;C;
1,968635302E0;1,717400629E1;1,151416890E0;5,900000000E1;C;
2,002002002E0;1,717400629E1;1,151416890E0;6,000000000E1;C;
2,035368702E0;1,717400629E1;1,151416890E0;6,100000000E1;C;
2,068735402E0;1,717400629E1;1,151416890E0;6,200000000E1;C;
2,102102102E0;1,717400629E1;1,151416890E0;6,300000000E1;C;
2,135468802E0;1,717400629E1;1,151416890E0;6,400000000E1;C;
2,168835502E0;1,717400629E1;1,151416890E0;6,500000000E1;C;
2,202202202E0;1,717400629E1;1,151416890E0;6,600000000E1;C;
2,235568902E0;1,735881970E1;1,177818806E0;6,700000000E1;C;
2,268935602E0;1,735881970E1;1,177818806E0;6,800000000E1;C;
2,302302302E0;1,735881970E1;1,177818806E0;6,900000000E1;C;
2,335669002E0;1,735881970E1;1,177818806E0;7,000000000E1;C;
2,369035702E0;1,735881970E1;1,177818806E0;7,100000000E1;C;
2,402402402E0;1,735881970E1;1,177818806E0;7,200000000E1;C;
2,435769102E0;1,735881970E1;1,177818806E0;7,300000000E1;C;
2,469135802E0;1,735881970E1;1,177818806E0;7,400000000E1;C;
2,502502503E0;1,735881970E1;1,177818806E0;7,500000000E1;C;
2,535869203E0;1,735881970E1;1,177818806E0;7,600000000E1;C;
2,569235903E0;1,735881970E1;1,177818806E0;7,700000000E1;C;
2,602602603E0;1,735881970E1;1,177818806E0;7,800000000E1;C;
2,635969303E0;1,735881970E1;1,177818806E0;7,900000000E1;C;
2,669336003E0;1,735881970E1;1,177818806E0;8,000000000E1;C;
2,702702703E0;1,735881970E1;1,177818806E0;8,100000000E1;C;
2,736069403E0;1,735881970E1;1,177818806E0;8,200000000E1;C;
2,769436103E0;1,735881970E1;1,177818806E0;8,300000000E1;C;
2,802802803E0;1,735881970E1;1,177818806E0;8,400000000E1;C;
2,836169503E0;1,735881970E1;1,177818806E0;8,500000000E1;C;
2,869536203E0;1,735881970E1;1,177818806E0;8,600000000E1;C;
2,902902903E0;1,735881970E1;1,177818806E0;8,700000000E1;C;
2,936269603E0;1,735881970E1;1,177818806E0;8,800000000E1;OUT;
2,969636303E0;1,735881970E1;1,177818806E0;8,900000000E1;OUT;
3,003003003E0;1,825648484E1;3,369177829E0;9,000000000E1;OUT;
3,036369703E0;1,836209251E1;3,606795072E0;9,100000000E1;OUT;
3,069736403E0;1,836209251E1;3,606795072E0;9,200000000E1;OUT;
3,103103103E0;1,836209251E1;3,606795072E0;9,300000000E1;OUT;
3,136469803E0;1,846770017E1;3,765206568E0;9,400000000E1;OUT;
3,169836503E0;1,846770017E1;3,765206568E0;9,500000000E1;OUT;
3,203203203E0;1,846770017E1;3,765206568E0;9,600000000E1;OUT;
3,236569903E0;1,846770017E1;3,765206568E0;9,700000000E1;OUT;
3,269936603E0;1,846770017E1;3,765206568E0;9,800000000E1;OUT;
3,303303303E0;1,738522162E1;3,316373997E0;9,900000000E1;OUT;
3,336670003E0;1,590671432E1;2,867541426E0;1,000000000E2;OUT;
3,370036703E0;1,490344152E1;2,629924182E0;1,010000000E2;OUT;
3,403403403E0;1,440180511E1;2,471512687E0;1,020000000E2;OUT;
3,436770103E0;1,403217829E1;2,207493527E0;1,030000000E2;OUT;
3,470136803E0;1,403217829E1;2,233895443E0;1,040000000E2;OUT;
3,503503504E0;1,403217829E1;2,233895443E0;1,050000000E2;OUT;
3,536870204E0;1,403217829E1;2,233895443E0;1,060000000E2;OUT;
3,570236904E0;1,403217829E1;2,233895443E0;1,070000000E2;OUT;
3,603603604E0;1,194642693E1;1,943474368E0;1,080000000E2;OUT;
3,636970304E0;8,963010430E0;1,864268620E0;1,090000000E2;OUT;
3,670337004E0;4,710719923E0;1,415954751E0;1,100000000E2;OUT;
3,703703704E0;2,531342909E0;1,646465781E0;1,110000000E2;OUT;
3,737070404E0;1,588343240E0;1,478821395E0;1,120000000E2;OUT;
3,770437104E0;1,588343240E0;1,478821395E0;1,130000000E2;OUT;
3,803803804E0;1,357832209E0;1,541688040E0;1,140000000E2;OUT;
3,837170504E0;8,339435041E-1;1,394999203E0;1,150000000E2;OUT;
3,870537204E0;8,339435041E-1;1,394999203E0;1,160000000E2;OUT;
3,903903904E0;5,405658291E-1;1,374043654E0;1,170000000E2;OUT;
3,937270604E0;5,405658291E-1;1,374043654E0;1,180000000E2;B;
3,970637304E0;5,405658291E-1;1,374043654E0;1,190000000E2;B;
4,004004004E0;3,729214434E-1;1,332132558E0;1,200000000E2;B;
4,037370704E0;3,729214434E-1;1,332132558E0;1,210000000E2;B;
4,070737404E0;3,729214434E-1;1,332132558E0;1,220000000E2;B;
4,104104104E0;3,729214434E-1;1,164488172E0;1,230000000E2;B;
4,137470804E0;3,729214434E-1;1,164488172E0;1,240000000E2;B;
4,170837504E0;3,310103470E-1;1,059710431E0;1,250000000E2;B;
4,204204204E0;3,310103470E-1;1,059710431E0;1,260000000E2;B;
4,237570904E0;3,310103470E-1;9,339771419E-1;1,270000000E2;B;
4,270937604E0;3,729214434E-1;7,872883044E-1;1,280000000E2;B;
4,304304304E0;3,729214434E-1;7,872883044E-1;1,290000000E2;B;
4,337671004E0;3,729214434E-1;7,872883044E-1;1,300000000E2;B;
4,371037704E0;3,729214434E-1;7,872883044E-1;1,310000000E2;B;
4,404404404E0;3,729214434E-1;6,825105633E-1;1,320000000E2;B;
4,437771104E0;2,681437023E-1;5,777328223E-1;1,330000000E2;B;
4,471137804E0;2,681437023E-1;5,777328223E-1;1,340000000E2;B;
4,504504505E0;2,681437023E-1;5,777328223E-1;1,350000000E2;B;
4,537871205E0;2,052770577E-1;4,729550812E-1;1,360000000E2;B;
4,571237905E0;2,052770577E-1;4,729550812E-1;1,370000000E2;B;
4,604604605E0;2,052770577E-1;4,729550812E-1;1,380000000E2;B;
4,637971305E0;2,052770577E-1;4,729550812E-1;1,390000000E2;B;
4,671338005E0;2,052770577E-1;4,729550812E-1;1,400000000E2;B;
4,704704705E0;2,052770577E-1;4,729550812E-1;1,410000000E2;B;
4,738071405E0;2,052770577E-1;4,729550812E-1;1,420000000E2;B;
4,771438105E0;2,052770577E-1;4,729550812E-1;1,430000000E2;B;
4,804804805E0;2,052770577E-1;4,729550812E-1;1,440000000E2;B;
4,838171505E0;2,052770577E-1;4,729550812E-1;1,450000000E2;B;
4,871538205E0;2,052770577E-1;4,729550812E-1;1,460000000E2;B;
4,904904905E0;2,052770577E-1;4,729550812E-1;1,470000000E2;B;
4,938271605E0;2,052770577E-1;4,729550812E-1;1,480000000E2;B;
4,971638305E0;2,052770577E-1;4,729550812E-1;1,490000000E2;B;
5,005005005E0;2,052770577E-1;4,729550812E-1;1,500000000E2;B;
5,038371705E0;2,052770577E-1;4,729550812E-1;1,510000000E2;B;
5,071738405E0;2,052770577E-1;4,729550812E-1;1,520000000E2;B;
5,105105105E0;2,052770577E-1;4,729550812E-1;1,530000000E2;B;
5,138471805E0;2,052770577E-1;4,729550812E-1;1,540000000E2;B;
5,171838505E0;2,052770577E-1;4,729550812E-1;1,550000000E2;B;
5,205205205E0;2,052770577E-1;4,729550812E-1;1,560000000E2;B;
5,238571905E0;2,052770577E-1;4,729550812E-1;1,570000000E2;B;
5,271938605E0;2,052770577E-1;4,729550812E-1;1,580000000E2;B;
5,305305305E0;2,052770577E-1;4,729550812E-1;1,590000000E2;B;
5,338672005E0;2,052770577E-1;4,729550812E-1;1,600000000E2;B;
5,372038705E0;2,052770577E-1;4,729550812E-1;1,610000000E2;B;
5,405405405E0;2,052770577E-1;4,729550812E-1;1,620000000E2;B;
5,438772105E0;2,052770577E-1;4,729550812E-1;1,630000000E2;B;
5,472138805E0;2,052770577E-1;4,729550812E-1;1,640000000E2;B;
5,505505506E0;2,052770577E-1;4,729550812E-1;1,650000000E2;B;
5,538872206E0;2,052770577E-1;4,729550812E-1;1,660000000E2;B;
5,572238906E0;2,052770577E-1;4,729550812E-1;1,670000000E2;B;
5,605605606E0;2,052770577E-1;4,729550812E-1;1,680000000E2;B;
5,638972306E0;2,052770577E-1;4,729550812E-1;1,690000000E2;B;
5,672339006E0;2,052770577E-1;4,729550812E-1;1,700000000E2;B;
5,705705706E0;2,052770577E-1;4,729550812E-1;1,710000000E2;B;
5,739072406E0;2,052770577E-1;4,729550812E-1;1,720000000E2;B;
5,772439106E0;2,052770577E-1;4,729550812E-1;1,730000000E2;B;
5,805805806E0;2,052770577E-1;4,729550812E-1;1,740000000E2;B;
5,839172506E0;2,052770577E-1;4,729550812E-1;1,750000000E2;B;
5,872539206E0;2,052770577E-1;4,729550812E-1;1,760000000E2;B;
5,905905906E0;2,052770577E-1;4,729550812E-1;1,770000000E2;B;
5,939272606E0;2,052770577E-1;4,729550812E-1;1,780000000E2;B;
5,972639306E0;2,052770577E-1;4,729550812E-1;1,790000000E2;B;
6,006006006E0;2,052770577E-1;4,729550812E-1;1,800000000E2;B;
6,039372706E0;2,052770577E-1;4,729550812E-1;1,810000000E2;B;
6,072739406E0;2,262326059E-1;1,332132558E0;1,820000000E2;OUT;
6,106106106E0;1,843215095E-1;1,562643588E0;1,830000000E2;OUT;
6,139472806E0;5,858822021E-2;2,778065385E0;1,840000000E2;OUT;
6,172839506E0;5,196102809E-1;3,637242861E0;1,850000000E2;OUT;
6,206206206E0;3,310103470E-1;3,888709440E0;1,860000000E2;OUT;
6,239572906E0;3,310103470E-1;3,888709440E0;1,870000000E2;OUT;
6,272939606E0;6,034324737E-1;4,244953760E0;1,880000000E2;OUT;
6,306306306E0;6,034324737E-1;4,244953760E0;1,890000000E2;OUT;
6,339673006E0;6,034324737E-1;4,244953760E0;1,900000000E2;OUT;
6,373039706E0;6,034324737E-1;4,244953760E0;1,910000000E2;OUT;
6,406406406E0;6,034324737E-1;4,244953760E0;1,920000000E2;OUT;
6,439773106E0;6,034324737E-1;4,244953760E0;1,930000000E2;OUT;
6,473139806E0;6,034324737E-1;4,244953760E0;1,940000000E2;OUT;
6,506506507E0;6,034324737E-1;4,244953760E0;1,950000000E2;OUT;
6,539873207E0;6,034324737E-1;4,244953760E0;1,960000000E2;OUT;
6,573239907E0;6,662991184E-1;3,972531633E0;1,970000000E2;OUT;
6,606606607E0;6,662991184E-1;3,972531633E0;1,980000000E2;OUT;
6,639973307E0;6,662991184E-1;3,972531633E0;1,990000000E2;OUT;
6,673340007E0;6,662991184E-1;3,972531633E0;2,000000000E2;OUT;
6,706706707E0;6,662991184E-1;3,972531633E0;2,010000000E2;OUT;
6,740073407E0;6,662991184E-1;3,972531633E0;2,020000000E2;OUT;
6,773440107E0;-2,138339066E-1;3,825842795E0;2,030000000E2;OUT;
6,806806807E0;-1,052055835E0;3,553420668E0;2,040000000E2;OUT;
6,840173507E0;-2,797413588E0;2,781470833E0;2,050000000E2;OUT;
6,873540207E0;-6,196459463E0;1,885019174E0;2,060000000E2;OUT;
6,906906907E0;-9,147279508E0;1,100623972E0;2,070000000E2;OUT;
6,940273607E0;-1,037990054E1;9,138632096E-1;2,080000000E2;OUT;
6,973640307E0;-1,067871776E1;9,512153621E-1;2,090000000E2;OUT;
7,007007007E0;-1,067871776E1;9,512153621E-1;2,100000000E2;OUT;
7,040373707E0;-1,079077422E1;1,137976124E0;2,110000000E2;OUT;
7,073740407E0;-1,079077422E1;1,137976124E0;2,120000000E2;OUT;
7,107107107E0;-1,101488713E1;1,436793344E0;2,130000000E2;OUT;
7,140473807E0;-1,101488713E1;1,436793344E0;2,140000000E2;OUT;
7,173840507E0;-1,123900005E1;1,436793344E0;2,150000000E2;OUT;
7,207207207E0;-1,146311296E1;1,287384734E0;2,160000000E2;OUT;
7,240573907E0;-1,146311296E1;1,287384734E0;2,170000000E2;OUT;
7,273940607E0;-1,146311296E1;1,287384734E0;2,180000000E2;C;
7,307307307E0;-1,146311296E1;1,287384734E0;2,190000000E2;C;
7,340674007E0;-1,146311296E1;1,287384734E0;2,200000000E2;C;
7,374040707E0;-1,146311296E1;1,287384734E0;2,210000000E2;C;
7,407407407E0;-1,146311296E1;1,287384734E0;2,220000000E2;C;
7,440774107E0;-1,146311296E1;1,287384734E0;2,230000000E2;C;
7,474140807E0;-1,146311296E1;1,287384734E0;2,240000000E2;C;
7,507507508E0;-1,183663449E1;1,810314869E0;2,250000000E2;C;
7,540874208E0;-1,232221247E1;2,295892851E0;2,260000000E2;OUT;
7,574240908E0;-1,284514260E1;2,669414376E0;2,270000000E2;OUT;
7,607607608E0;-1,318131198E1;2,968231596E0;2,280000000E2;OUT;
7,640974308E0;-1,318131198E1;2,968231596E0;2,290000000E2;OUT;
7,674341008E0;-1,329336843E1;3,491161730E0;2,300000000E2;OUT;
7,707707708E0;-1,333072059E1;3,416457425E0;2,310000000E2;OUT;
7,741074408E0;-1,333072059E1;3,416457425E0;2,320000000E2;OUT;
7,774441108E0;-1,273308615E1;3,379105273E0;2,330000000E2;OUT;
7,807807808E0;-1,116429574E1;3,341753120E0;2,340000000E2;OUT;
7,841174508E0;-9,221983813E0;2,856175138E0;2,350000000E2;OUT;
7,874541208E0;-7,204967580E0;2,818822986E0;2,360000000E2;OUT;
7,907907908E0;-6,607333140E0;2,594710071E0;2,370000000E2;OUT;
7,941274608E0;-6,569980988E0;2,520005766E0;2,380000000E2;OUT;
7,974641308E0;-6,383220225E0;2,146484241E0;2,390000000E2;OUT;
8,008008008E0;-6,532628835E0;2,034427784E0;2,400000000E2;OUT;
8,041374708E0;-6,532628835E0;2,034427784E0;2,410000000E2;OUT;
8,074741408E0;-6,532628835E0;2,034427784E0;2,420000000E2;OUT;
8,108108108E0;-6,532628835E0;2,034427784E0;2,430000000E2;OUT;
8,141474808E0;-6,532628835E0;2,034427784E0;2,440000000E2;OUT;
8,174841508E0;-4,777077669E0;2,221188546E0;2,450000000E2;OUT;
8,208208208E0;-2,535948521E0;1,997075631E0;2,460000000E2;OUT;
8,241574908E0;-7,056930494E-1;1,698258411E0;2,470000000E2;OUT;
8,274941608E0;1,124562422E0;1,137976124E0;2,480000000E2;OUT;
8,308308308E0;1,124562422E0;1,137976124E0;2,490000000E2;OUT;
8,341675008E0;8,257452020E-1;1,362089039E0;2,500000000E2;OUT;
8,375041708E0;8,257452020E-1;1,362089039E0;2,510000000E2;OUT;
8,408408408E0;6,389844396E-1;8,018067522E-1;2,520000000E2;B;
8,441775108E0;6,389844396E-1;8,018067522E-1;2,530000000E2;B;
8,475141808E0;6,389844396E-1;8,018067522E-1;2,540000000E2;B;
8,508508509E0;6,389844396E-1;8,018067522E-1;2,550000000E2;B;
8,541875209E0;6,389844396E-1;8,018067522E-1;2,560000000E2;B;
8,575241909E0;6,389844396E-1;8,018067522E-1;2,570000000E2;B;
8,608608609E0;6,389844396E-1;8,018067522E-1;2,580000000E2;B;
8,641975309E0;6,389844396E-1;8,018067522E-1;2,590000000E2;B;
8,675342009E0;6,389844396E-1;8,018067522E-1;2,600000000E2;B;
8,708708709E0;6,389844396E-1;8,018067522E-1;2,610000000E2;B;
8,742075409E0;6,389844396E-1;8,018067522E-1;2,620000000E2;B;
8,775442109E0;6,389844396E-1;8,018067522E-1;2,630000000E2;B;
8,808808809E0;6,389844396E-1;8,018067522E-1;2,640000000E2;B;
8,842175509E0;6,389844396E-1;8,018067522E-1;2,650000000E2;B;
8,875542209E0;6,389844396E-1;8,018067522E-1;2,660000000E2;B;
8,908908909E0;6,389844396E-1;8,018067522E-1;2,670000000E2;B;
8,942275609E0;6,389844396E-1;8,018067522E-1;2,680000000E2;B;
8,975642309E0;6,389844396E-1;8,018067522E-1;2,690000000E2;B;
9,009009009E0;6,389844396E-1;8,018067522E-1;2,700000000E2;B;
9,042375709E0;6,389844396E-1;8,018067522E-1;2,710000000E2;B;
9,075742409E0;6,389844396E-1;8,018067522E-1;2,720000000E2;B;
9,109109109E0;6,389844396E-1;8,018067522E-1;2,730000000E2;B;
9,142475809E0;6,389844396E-1;8,018067522E-1;2,740000000E2;B;
9,175842509E0;6,389844396E-1;8,018067522E-1;2,750000000E2;B;
9,209209209E0;6,389844396E-1;8,018067522E-1;2,760000000E2;B;
9,242575909E0;6,389844396E-1;8,018067522E-1;2,770000000E2;B;
9,275942609E0;6,389844396E-1;8,018067522E-1;2,780000000E2;B;
9,309309309E0;6,389844396E-1;8,018067522E-1;2,790000000E2;B;
9,342676009E0;2,282479148E0;1,063271819E0;2,800000000E2;OUT;
9,376042709E0;5,195947041E0;8,018067522E-1;2,810000000E2;OUT;
9,409409409E0;8,893810136E0;1,436793344E0;2,820000000E2;OUT;
