t;x;y;frame;Feeder;Commets
0,000000000E0;4,358597572E0;-1,154560786E-1;0,000000000E0;OUT;
3,336670003E-2;4,358597572E0;-1,154560786E-1;1,000000000E0;OUT;
6,673340007E-2;4,258291839E0;-1,515034515E-2;2,000000000E0;OUT;
1,001001001E-1;3,823633661E0;1,185906327E-1;3,000000000E0;OUT;
1,334668001E-1;3,154928771E0;5,532488109E-1;4,000000000E0;OUT;
1,668335002E-1;2,854011571E0;8,207307666E-1;5,000000000E0;OUT;
2,002002002E-1;2,753705838E0;8,207307666E-1;6,000000000E0;OUT;
2,335669002E-1;2,619964860E0;7,204250332E-1;7,000000000E0;B;
2,669336003E-1;2,619964860E0;7,204250332E-1;8,000000000E0;B;
3,003003003E-1;2,619964860E0;7,204250332E-1;9,000000000E0;B;
3,336670003E-1;2,419353393E0;6,869897888E-1;1,000000000E1;B;
3,670337004E-1;2,419353393E0;6,869897888E-1;1,100000000E1;B;
4,004004004E-1;2,419353393E0;6,869897888E-1;1,200000000E1;B;
4,337671004E-1;2,419353393E0;3,860725885E-1;1,300000000E1;B;
4,671338005E-1;2,419353393E0;3,860725885E-1;1,400000000E1;B;
5,005005005E-1;2,385918148E0;3,526373440E-1;1,500000000E1;B;
5,338672005E-1;2,385918148E0;3,526373440E-1;1,600000000E1;B;
5,672339006E-1;2,385918148E0;3,526373440E-1;1,700000000E1;B;
6,006006006E-1;2,385918148E0;3,526373440E-1;1,800000000E1;B;
6,339673006E-1;2,385918148E0;3,526373440E-1;1,900000000E1;B;
6,673340007E-1;2,385918148E0;3,526373440E-1;2,000000000E1;B;
7,007007007E-1;2,385918148E0;3,526373440E-1;2,100000000E1;B;
7,340674007E-1;2,385918148E0;3,526373440E-1;2,200000000E1;B;
7,674341008E-1;2,385918148E0;3,526373440E-1;2,300000000E1;B;
8,008008008E-1;2,385918148E0;3,526373440E-1;2,400000000E1;B;
8,341675008E-1;2,385918148E0;3,526373440E-1;2,500000000E1;B;
8,675342009E-1;2,385918148E0;3,526373440E-1;2,600000000E1;B;
9,009009009E-1;2,385918148E0;3,526373440E-1;2,700000000E1;B;
9,342676009E-1;2,385918148E0;3,526373440E-1;2,800000000E1;B;
9,676343010E-1;2,385918148E0;2,857668551E-1;2,900000000E1;B;
1,001001001E0;2,385918148E0;2,188963661E-1;3,000000000E1;B;
1,034367701E0;2,385918148E0;8,515538826E-2;3,100000000E1;B;
1,067734401E0;2,385918148E0;8,515538826E-2;3,200000000E1;B;
1,101101101E0;2,319047660E0;8,515538826E-2;3,300000000E1;B;
1,134467801E0;2,319047660E0;8,515538826E-2;3,400000000E1;B;
1,167834501E0;2,319047660E0;8,515538826E-2;3,500000000E1;B;
1,201201201E0;2,319047660E0;8,515538826E-2;3,600000000E1;B;
1,234567901E0;2,319047660E0;8,515538826E-2;3,700000000E1;B;
1,267934601E0;2,319047660E0;8,515538826E-2;3,800000000E1;B;
1,301301301E0;2,319047660E0;8,515538826E-2;3,900000000E1;B;
1,334668001E0;2,319047660E0;8,515538826E-2;4,000000000E1;B;
1,368034701E0;2,319047660E0;8,515538826E-2;4,100000000E1;B;
1,401401401E0;2,319047660E0;8,515538826E-2;4,200000000E1;B;
1,434768101E0;2,319047660E0;8,515538826E-2;4,300000000E1;B;
1,468134801E0;2,319047660E0;5,172014379E-2;4,400000000E1;B;
1,501501502E0;2,319047660E0;5,172014379E-2;4,500000000E1;B;
1,534868202E0;2,319047660E0;5,172014379E-2;4,600000000E1;B;
1,568234902E0;2,319047660E0;5,172014379E-2;4,700000000E1;B;
1,601601602E0;2,252177171E0;-1,515034515E-2;4,800000000E1;B;
1,634968302E0;2,252177171E0;-1,515034515E-2;4,900000000E1;B;
1,668335002E0;2,252177171E0;-1,515034515E-2;5,000000000E1;B;
1,701701702E0;2,252177171E0;-1,515034515E-2;5,100000000E1;B;
